from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,WS,WD,AT,RH,RF,SR,to date,station
31-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
01-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
02-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
03-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
04-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
05-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
06-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
07-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
08-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
09-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
10-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,11-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
11-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
12-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,13-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
13-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,14-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
14-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,15-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
15-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
16-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
17-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
18-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,19-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
19-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
20-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
21-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
22-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
23-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
24-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
25-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
26-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
27-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
28-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Feb-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
29-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
01-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
02-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
03-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
04-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
05-Mar-2020 - 00:00,35.51,70.27,24.19,30.0,5.81,40.27,19.75,0.51,71.46,1.78,0.27,8.11,14.54,14.42,1.56,170.76,19.99,64.68,0.0,,06-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
06-Mar-2020 - 00:00,22.35,38.91,23.23,29.23,6.0,41.1,19.5,0.45,55.26,1.5,0.23,6.99,12.65,14.02,1.23,141.8,16.24,81.9,0.0,,07-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
07-Mar-2020 - 00:00,42.21,78.59,21.7,30.51,8.81,38.9,23.84,0.64,45.7,1.9,0.29,8.33,15.17,16.76,1.1,162.29,16.7,83.38,0.0,,08-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
08-Mar-2020 - 00:00,62.73,131.02,24.17,42.69,18.51,34.17,23.08,0.85,42.16,2.25,0.3,7.49,13.67,16.44,0.85,206.5,18.27,72.52,0.0,,09-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
09-Mar-2020 - 00:00,84.86,128.55,22.15,27.13,4.97,33.84,20.48,0.69,49.16,1.88,0.25,6.5,11.87,14.72,0.82,254.28,18.36,62.05,0.0,,10-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
10-Mar-2020 - 00:00,97.76,158.67,23.22,28.55,5.33,29.37,22.04,0.8,62.32,2.14,0.27,7.18,13.25,15.82,0.99,128.56,18.98,60.16,0.0,,11-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
11-Mar-2020 - 00:00,58.71,109.3,21.94,25.32,3.38,32.57,18.9,0.62,73.12,1.83,0.22,6.59,12.09,13.89,1.43,143.48,20.7,65.14,0.0,,12-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
12-Mar-2020 - 00:00,60.0,156.96,23.48,18.57,8.08,38.26,15.53,0.48,49.24,1.5,0.18,5.34,9.96,11.96,1.0,146.63,21.57,55.71,0.0,,13-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
13-Mar-2020 - 00:00,67.31,194.46,23.41,30.1,6.69,32.47,16.23,0.6,50.56,1.62,0.19,5.25,9.84,12.3,0.81,192.15,20.96,46.97,0.0,,14-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
14-Mar-2020 - 00:00,44.12,134.56,21.15,22.55,4.86,31.71,18.09,0.6,46.3,1.5,0.19,5.32,9.84,12.98,0.98,154.22,19.07,71.83,0.0,,15-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
15-Mar-2020 - 00:00,60.29,171.58,23.91,18.12,7.35,27.93,20.61,0.9,62.98,2.11,0.23,5.97,11.21,15.15,0.71,222.87,18.56,65.71,0.0,,16-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
16-Mar-2020 - 00:00,105.99,172.88,24.84,16.39,4.4,47.6,16.35,0.74,57.55,4.4,1.81,12.04,19.93,25.4,0.69,231.72,19.87,64.84,0.0,,17-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
17-Mar-2020 - 00:00,109.61,226.63,26.71,22.75,10.96,62.36,20.1,1.02,60.45,6.14,1.0,18.33,35.25,44.51,0.77,228.0,21.34,60.55,0.0,,18-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
18-Mar-2020 - 00:00,120.36,249.65,28.5,37.28,27.92,54.73,20.32,1.29,54.98,5.59,0.98,8.9,20.95,23.1,0.69,251.79,22.24,58.91,0.0,,19-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
19-Mar-2020 - 00:00,81.06,249.28,30.33,37.23,26.66,51.13,21.03,1.28,67.78,5.79,1.05,9.66,23.26,25.74,0.82,160.01,23.6,59.68,0.0,,20-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
20-Mar-2020 - 00:00,96.41,242.05,30.03,21.28,6.98,58.32,15.91,1.0,75.68,4.89,1.29,7.09,17.09,18.87,0.88,139.43,24.85,57.27,0.0,,21-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
21-Mar-2020 - 00:00,63.17,150.11,27.31,19.74,8.57,75.5,16.97,0.84,67.92,4.16,2.79,7.44,17.81,20.47,0.83,201.72,24.83,47.98,0.0,,22-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
22-Mar-2020 - 00:00,96.04,163.61,28.27,21.85,10.3,60.67,18.65,1.13,73.05,5.59,2.79,8.05,19.44,21.71,0.79,205.04,24.94,54.35,0.0,,23-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
23-Mar-2020 - 00:00,53.47,133.1,23.23,18.51,7.95,56.93,17.94,0.77,60.83,4.07,2.75,7.49,18.24,20.61,0.72,177.38,25.02,50.05,0.0,,24-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
24-Mar-2020 - 00:00,63.16,129.46,22.6,16.54,6.95,53.98,17.2,0.93,53.9,4.88,2.66,7.55,18.37,20.23,1.11,148.39,24.54,58.12,0.0,,25-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
25-Mar-2020 - 00:00,33.53,69.79,19.4,16.45,8.25,53.79,17.5,0.69,55.46,4.03,2.71,7.27,17.93,20.08,0.92,181.67,25.13,58.42,0.0,,26-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
26-Mar-2020 - 00:00,30.92,70.88,16.9,11.84,3.75,52.78,16.12,0.49,45.42,3.3,2.41,6.32,15.3,18.74,0.96,269.31,23.8,60.75,0.0,,27-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
27-Mar-2020 - 00:00,20.59,43.35,15.86,9.5,2.2,47.94,15.63,0.43,46.37,2.83,2.3,5.77,14.73,17.96,1.2,166.45,21.74,70.36,0.0,,28-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
28-Mar-2020 - 00:00,18.18,52.74,15.04,10.98,3.89,48.22,15.94,0.5,54.21,2.7,2.29,5.51,14.44,17.77,0.97,247.06,22.59,62.96,0.0,,29-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
29-Mar-2020 - 00:00,23.68,69.68,13.77,8.82,2.25,45.26,15.21,0.51,65.93,2.73,2.23,5.16,13.98,17.45,1.08,248.13,23.63,54.07,0.0,,30-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
30-Mar-2020 - 00:00,28.87,62.3,13.44,7.13,1.05,41.74,15.15,0.49,72.82,2.84,2.23,5.12,14.03,17.54,0.9,246.53,23.56,52.64,0.0,,31-Mar-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
31-Mar-2020 - 00:00,32.72,63.98,13.51,8.72,2.07,41.0,15.46,0.52,76.87,2.96,2.24,5.16,14.21,17.34,0.99,158.57,24.91,46.75,0.0,,01-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
01-Apr-2020 - 00:00,25.27,53.17,14.18,8.19,2.02,39.47,15.11,0.5,66.94,2.92,2.28,5.25,14.37,17.4,0.9,235.3,25.38,51.36,0.0,,02-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
02-Apr-2020 - 00:00,31.66,78.07,13.36,7.25,1.29,39.55,14.47,0.54,71.76,3.03,2.21,5.08,13.88,17.19,1.07,253.16,24.79,48.56,0.0,,03-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
03-Apr-2020 - 00:00,28.82,55.23,12.11,8.26,2.42,37.63,14.56,0.51,88.35,2.85,2.07,4.89,13.46,16.66,0.92,241.83,24.27,39.54,0.0,,04-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
04-Apr-2020 - 00:00,39.71,71.04,14.09,8.04,2.22,35.77,14.38,0.63,72.73,3.38,2.08,4.97,13.68,16.6,0.79,226.38,25.17,39.68,0.0,,05-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
05-Apr-2020 - 00:00,56.66,101.42,16.48,11.23,4.64,35.88,14.92,0.88,75.23,4.15,2.22,5.41,14.82,17.22,0.67,180.67,26.54,41.5,0.0,,06-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
06-Apr-2020 - 00:00,50.04,94.61,15.38,10.04,2.63,37.33,14.87,0.71,75.15,4.15,2.3,5.46,14.94,17.22,0.89,145.83,28.91,34.83,0.0,,07-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
07-Apr-2020 - 00:00,34.94,99.8,13.33,6.72,0.75,35.6,13.23,0.51,78.62,2.99,2.06,4.75,12.95,15.9,1.19,176.87,26.81,41.78,0.0,,08-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
08-Apr-2020 - 00:00,31.29,85.5,12.34,7.36,1.68,34.11,13.18,0.47,78.0,2.87,1.96,4.52,12.38,15.42,1.06,242.8,26.26,36.77,0.0,,09-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
09-Apr-2020 - 00:00,36.32,77.23,12.95,8.77,2.51,34.0,13.7,0.55,84.36,3.09,1.98,4.64,12.74,15.67,0.92,245.89,26.1,35.92,0.0,,10-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
10-Apr-2020 - 00:00,67.69,126.77,17.03,10.76,3.34,33.72,13.97,0.95,63.67,5.58,2.13,5.15,14.12,16.3,0.75,179.62,28.47,33.41,0.0,,11-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
11-Apr-2020 - 00:00,50.91,109.66,16.99,13.29,5.9,34.71,14.25,0.86,80.72,4.59,2.35,5.51,14.99,16.66,0.78,218.91,30.16,34.01,0.0,,12-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
12-Apr-2020 - 00:00,35.31,71.31,13.41,8.49,2.03,36.23,13.07,0.56,86.46,3.26,2.18,4.96,13.51,15.86,0.77,236.4,29.48,34.01,0.0,,13-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
13-Apr-2020 - 00:00,62.83,135.86,15.89,9.18,2.08,34.56,13.59,0.79,70.2,4.61,2.27,5.17,14.1,16.12,0.74,220.72,31.26,32.39,0.0,,14-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
14-Apr-2020 - 00:00,68.23,177.32,17.7,12.77,4.59,37.41,13.63,0.95,64.05,5.13,2.43,5.41,14.73,16.35,0.79,170.82,32.78,30.56,0.0,,15-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
15-Apr-2020 - 00:00,67.61,210.74,16.1,13.27,7.54,40.19,12.62,0.89,61.15,4.86,2.37,5.27,14.41,15.96,0.94,161.99,32.74,24.96,0.0,,16-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
16-Apr-2020 - 00:00,67.5,153.51,16.51,13.32,9.03,38.44,12.54,0.94,76.85,4.79,2.26,5.19,14.2,15.81,0.9,225.48,32.06,24.43,0.0,,17-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
17-Apr-2020 - 00:00,25.77,74.83,12.82,8.11,1.93,37.35,11.8,0.52,91.67,2.95,2.14,4.64,12.66,14.71,1.19,139.14,31.71,25.16,0.0,,18-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
18-Apr-2020 - 00:00,26.23,92.66,12.89,6.52,0.82,37.08,11.16,0.49,88.5,2.88,2.03,4.33,11.72,13.85,1.07,87.46,25.3,36.39,0.0,,19-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
19-Apr-2020 - 00:00,38.42,100.04,15.32,10.17,4.37,36.77,11.0,0.62,73.43,3.26,1.97,4.24,11.5,13.78,0.94,214.07,28.71,37.46,0.0,,20-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
20-Apr-2020 - 00:00,54.27,115.86,17.68,16.86,9.51,40.3,11.21,0.96,50.87,4.75,2.01,4.75,12.81,14.39,1.24,171.44,26.82,39.24,0.0,,21-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
21-Apr-2020 - 00:00,34.85,82.28,14.59,7.5,0.96,36.97,10.92,0.57,85.7,3.28,1.95,4.31,11.63,13.64,0.78,176.77,27.85,39.47,0.0,,22-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
22-Apr-2020 - 00:00,60.45,131.35,16.4,9.73,2.31,37.28,11.08,0.7,79.92,3.84,2.02,4.45,12.1,13.79,0.72,187.64,29.41,31.37,0.0,,23-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
23-Apr-2020 - 00:00,54.58,119.04,15.55,10.68,3.19,38.71,10.68,0.74,71.03,3.95,1.99,4.39,11.85,13.38,0.97,157.01,29.48,32.03,0.0,,24-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
24-Apr-2020 - 00:00,65.51,116.45,16.07,8.67,1.42,36.53,10.78,0.82,88.75,4.63,2.12,4.62,12.41,13.57,0.98,171.61,30.09,36.76,0.0,,25-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
25-Apr-2020 - 00:00,25.89,76.87,14.22,8.75,2.06,40.3,10.52,0.56,91.8,3.03,2.19,4.5,12.04,13.31,1.13,178.04,30.67,32.46,0.0,,26-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
26-Apr-2020 - 00:00,53.52,168.36,13.83,9.1,2.35,44.08,9.77,0.64,83.07,4.05,1.81,3.94,10.39,12.12,1.16,134.41,25.36,59.01,0.0,,27-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
27-Apr-2020 - 00:00,27.66,62.21,12.72,6.69,1.1,37.05,9.65,0.5,89.11,3.07,1.92,3.88,10.23,11.74,1.11,146.2,25.09,66.47,0.0,,28-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
28-Apr-2020 - 00:00,36.45,69.14,12.64,8.57,2.58,37.65,9.84,0.56,95.03,3.13,2.16,4.01,10.57,12.05,0.91,151.84,29.64,52.23,0.0,,29-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
29-Apr-2020 - 00:00,67.36,146.91,13.1,8.45,2.23,28.52,9.84,0.78,97.71,4.26,2.34,4.33,11.42,12.44,1.05,138.19,30.13,50.09,0.0,,30-Apr-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
30-Apr-2020 - 00:00,64.62,127.69,11.55,5.74,1.0,21.31,9.85,0.77,102.42,4.4,2.37,4.33,11.47,12.48,0.93,144.47,31.25,46.1,0.0,,01-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
01-May-2020 - 00:00,61.6,145.39,11.0,7.35,2.18,22.31,9.73,0.69,113.03,3.84,2.36,4.28,11.37,12.44,0.97,139.25,31.59,46.26,0.0,,02-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
02-May-2020 - 00:00,40.67,110.79,9.77,5.02,0.93,16.07,7.93,0.54,109.01,3.14,2.09,3.58,9.38,10.29,1.49,139.61,29.92,53.03,0.0,,03-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
03-May-2020 - 00:00,37.97,100.34,9.62,5.16,1.0,13.09,8.12,0.55,89.82,3.21,2.04,3.63,9.35,10.61,1.38,138.22,27.98,59.99,0.0,,04-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
04-May-2020 - 00:00,22.17,51.4,10.79,7.12,2.07,17.09,9.13,0.5,97.12,3.07,2.06,3.76,9.76,11.33,0.8,110.61,28.09,53.92,0.0,,05-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
05-May-2020 - 00:00,53.6,96.77,12.08,5.91,0.74,16.55,9.27,0.74,97.7,3.91,2.22,4.1,10.76,11.85,0.77,203.18,31.08,42.6,0.0,,06-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
06-May-2020 - 00:00,45.48,131.62,13.02,7.22,1.39,25.29,9.11,0.62,107.64,3.24,2.15,4.02,10.5,11.65,0.98,143.25,30.26,34.37,0.0,,07-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
07-May-2020 - 00:00,38.65,97.02,12.95,8.44,2.21,32.74,8.63,0.6,110.68,3.36,2.06,3.89,10.22,11.07,0.99,115.7,30.16,35.15,0.0,,08-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
08-May-2020 - 00:00,50.87,112.29,12.43,5.75,0.47,24.51,8.61,0.69,129.07,3.76,2.15,3.94,10.4,10.99,1.06,134.57,32.03,39.29,0.0,,09-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
09-May-2020 - 00:00,60.57,124.44,11.34,6.44,1.34,17.42,8.53,0.75,137.24,3.86,2.24,3.94,10.35,10.9,1.06,144.11,32.95,42.65,0.0,,10-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
10-May-2020 - 00:00,49.59,113.46,11.09,7.31,1.93,13.05,7.57,0.6,101.95,3.31,1.86,3.35,8.62,9.63,1.34,140.31,28.51,49.8,0.0,,11-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
11-May-2020 - 00:00,39.72,106.13,12.2,6.3,1.05,21.69,8.24,0.6,101.0,3.47,1.95,3.68,9.41,10.36,1.1,148.42,28.65,52.58,0.0,,12-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
12-May-2020 - 00:00,41.66,103.03,11.53,7.28,1.83,15.46,8.13,0.61,114.11,3.49,2.01,3.73,9.59,10.5,0.95,108.2,30.91,44.89,0.0,,13-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
13-May-2020 - 00:00,57.36,141.45,12.14,5.68,1.52,10.43,23.1,0.68,102.96,3.52,1.97,3.63,9.24,10.36,0.95,161.65,28.83,57.57,0.0,,14-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
14-May-2020 - 00:00,47.22,127.14,13.01,7.61,2.22,8.9,8.24,0.65,92.32,3.35,1.9,3.71,9.48,10.21,1.02,162.61,30.53,47.5,0.0,,15-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
15-May-2020 - 00:00,40.77,81.28,11.8,7.18,2.13,12.11,8.21,0.56,102.86,3.05,1.87,3.58,9.16,10.12,1.03,258.93,31.84,35.7,0.0,,16-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
16-May-2020 - 00:00,62.57,128.03,13.32,7.97,2.21,15.12,8.4,0.75,113.44,3.48,1.87,3.56,9.23,10.1,0.87,224.91,32.9,28.46,0.0,,17-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
17-May-2020 - 00:00,69.13,190.29,17.58,11.07,2.77,22.77,8.28,0.94,81.52,4.37,1.85,3.77,9.87,10.38,0.72,175.51,33.34,23.6,0.0,,18-May-2020 - 00:00,"Sector-51, Gurugram - HSPCB"
