from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,WS,WD,AT,RH,RF,SR,to date,station
14-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,15-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
15-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
16-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
17-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
18-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,19-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
19-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
20-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
21-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
22-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
23-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
24-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
25-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
26-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
27-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
28-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
29-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
30-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,31-Jan-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
31-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
01-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
02-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
03-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
04-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
05-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
06-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
07-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
08-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
09-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
10-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,11-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
11-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
12-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,13-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
13-Feb-2020 - 00:00,38.45,59.5,30.32,42.33,10.01,10.01,2.78,0.62,61.37,,,,,,0.92,203.02,31.35,81.77,0.0,,14-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
14-Feb-2020 - 00:00,41.78,66.28,26.59,37.25,8.64,8.65,1.86,0.49,54.38,,,,,,0.91,149.82,31.1,81.57,0.0,774.64,15-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
15-Feb-2020 - 00:00,48.64,72.65,21.38,28.21,4.84,4.84,1.6,0.35,59.65,,,,,,1.11,117.46,30.87,83.26,0.0,771.35,16-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
16-Feb-2020 - 00:00,54.51,78.03,24.09,30.35,4.25,4.25,1.46,0.44,35.82,,,,,,0.81,89.19,29.53,91.24,0.0,754.19,17-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
17-Feb-2020 - 00:00,61.38,85.62,28.06,41.23,11.17,11.16,1.55,0.52,57.76,,,,,,0.95,147.77,30.96,76.63,0.0,772.6,18-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
18-Feb-2020 - 00:00,46.02,68.31,24.18,31.41,5.23,5.23,2.19,0.28,74.5,,,,,,0.89,109.26,30.54,66.48,0.0,767.17,19-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
19-Feb-2020 - 00:00,46.65,71.71,26.94,35.93,6.99,6.99,2.81,0.33,79.04,,,,,,0.96,128.86,30.22,65.11,0.0,474.44,20-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
20-Feb-2020 - 00:00,51.35,76.23,28.97,37.59,6.62,6.62,2.31,0.42,61.69,,,,,,0.99,146.42,29.56,73.69,0.0,168.92,21-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
21-Feb-2020 - 00:00,45.96,67.33,28.96,40.63,9.68,9.68,1.82,0.42,46.33,,,,,,1.19,168.92,30.88,70.06,0.0,172.72,22-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
22-Feb-2020 - 00:00,46.67,68.56,27.02,39.5,9.5,10.04,2.63,0.48,51.84,,,,,,0.7,135.1,31.38,75.9,0.0,174.19,23-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
23-Feb-2020 - 00:00,34.41,51.36,24.4,33.86,7.46,7.46,1.6,0.33,62.61,,,,,,0.89,146.53,31.24,66.02,0.0,173.76,24-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
24-Feb-2020 - 00:00,40.47,61.92,29.14,42.46,11.32,11.32,1.97,0.52,48.11,,,,,,0.91,161.84,30.91,75.94,0.0,172.83,25-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
25-Feb-2020 - 00:00,41.88,68.72,31.44,41.26,7.82,7.82,2.35,0.61,55.52,,,,,,1.06,197.51,31.26,69.07,0.0,173.81,26-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
26-Feb-2020 - 00:00,44.46,65.6,27.43,36.75,7.03,6.77,1.44,0.54,59.9,,,,,,0.87,135.84,30.69,76.94,0.0,172.17,27-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
27-Feb-2020 - 00:00,44.2,68.24,29.44,39.9,8.46,8.46,2.59,0.53,58.28,,,,,,0.89,134.64,30.9,74.43,0.0,172.8,28-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
28-Feb-2020 - 00:00,43.95,70.28,31.05,41.53,8.49,7.98,2.34,0.6,49.16,,,,,,1.22,136.39,31.31,71.72,0.0,173.97,29-Feb-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
29-Feb-2020 - 00:00,44.33,71.86,25.0,36.56,9.79,9.94,2.02,0.46,60.48,,,,,,0.89,127.49,31.1,69.18,0.0,173.37,01-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
01-Mar-2020 - 00:00,37.25,57.91,20.26,27.67,5.41,5.41,2.97,0.31,57.21,,,,,,0.96,139.14,31.36,72.46,0.0,174.11,02-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
02-Mar-2020 - 00:00,40.03,66.25,26.35,36.3,7.95,7.95,1.82,0.44,53.6,,,,,,1.25,168.62,31.79,74.92,0.0,175.34,03-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
03-Mar-2020 - 00:00,37.03,54.68,29.97,46.25,14.27,14.27,1.65,0.55,35.85,,,,,,1.36,179.17,31.04,82.58,0.0,173.2,04-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
04-Mar-2020 - 00:00,60.76,118.22,31.15,49.44,16.3,16.3,1.24,0.78,28.72,,,,,,1.54,189.57,31.59,81.08,0.0,174.79,05-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
05-Mar-2020 - 00:00,44.09,68.57,35.22,54.59,17.37,17.37,1.62,0.65,26.63,,,,,,1.24,199.31,30.49,84.59,0.0,171.6,06-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
06-Mar-2020 - 00:00,42.99,74.58,21.65,36.94,14.22,14.22,0.99,0.53,17.86,0.0,0.0,0.0,0.0,0.0,1.24,208.27,30.85,77.22,0.03,194.35,07-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
07-Mar-2020 - 00:00,40.44,61.93,9.84,11.32,5.32,5.32,2.79,0.72,20.86,,,,,,1.11,111.78,28.01,75.8,0.0,314.78,08-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
08-Mar-2020 - 00:00,30.26,53.98,6.51,1.91,1.47,1.47,3.61,1.04,32.87,,,,,,0.95,97.97,28.17,74.55,0.0,321.44,09-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
09-Mar-2020 - 00:00,36.78,65.2,15.27,10.46,1.91,1.91,3.67,1.32,35.36,,,,,,1.29,161.2,28.28,76.06,0.0,330.7,10-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
10-Mar-2020 - 00:00,42.48,68.98,12.4,9.54,2.19,1.94,4.19,1.2,43.58,,,,,,0.89,100.18,28.52,76.67,0.0,298.54,11-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
11-Mar-2020 - 00:00,34.66,65.22,17.07,19.09,3.13,3.12,3.84,1.28,42.17,,,,,,1.06,114.5,28.37,74.44,0.0,301.4,12-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
12-Mar-2020 - 00:00,34.37,64.62,15.27,16.64,2.55,2.55,3.51,1.16,47.2,,,,,,0.94,116.01,28.4,74.63,0.0,309.01,13-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
13-Mar-2020 - 00:00,32.28,61.36,20.41,23.15,3.09,3.09,4.27,1.3,53.48,,,,,,0.99,177.32,28.95,67.95,0.0,313.93,14-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
14-Mar-2020 - 00:00,38.11,70.68,16.54,17.78,1.47,1.47,3.73,1.09,53.37,,,,,,1.1,164.7,28.26,72.26,0.0,397.48,15-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
15-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
16-Mar-2020 - 00:00,33.77,67.25,16.8,17.74,1.54,1.54,4.4,1.18,63.8,,,,,,1.11,157.31,30.29,65.09,0.0,220.88,17-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
17-Mar-2020 - 00:00,41.71,73.42,13.85,15.31,2.74,2.74,3.65,1.13,43.63,,,,,,0.91,106.71,28.93,69.7,0.0,252.04,18-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
18-Mar-2020 - 00:00,26.61,54.13,15.87,19.51,3.71,3.71,3.87,1.29,43.87,,,,,,1.19,207.76,29.69,62.59,0.0,289.02,19-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
19-Mar-2020 - 00:00,29.83,58.89,14.98,17.71,3.7,3.7,3.87,1.14,49.73,,,,,,0.86,187.34,28.77,71.17,0.0,247.5,20-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
20-Mar-2020 - 00:00,38.86,72.76,19.35,23.22,3.9,3.9,4.21,1.27,47.43,,,,,,1.5,231.82,29.11,72.89,0.0,312.39,21-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
21-Mar-2020 - 00:00,37.27,66.95,15.56,18.37,3.29,3.29,3.14,1.19,47.68,,,,,,1.04,207.65,28.7,74.52,0.0,326.81,22-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
22-Mar-2020 - 00:00,30.18,53.56,9.14,8.88,0.82,0.82,4.23,1.06,53.85,,,,,,1.37,185.43,28.91,75.18,0.0,300.98,23-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
23-Mar-2020 - 00:00,30.5,61.04,12.21,13.43,1.78,1.78,3.07,1.16,44.58,,,,,,1.05,209.63,28.96,76.35,0.0,304.43,24-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
24-Mar-2020 - 00:00,25.58,46.9,9.01,8.93,0.94,0.94,4.17,1.08,49.37,,,,,,0.96,140.94,28.38,76.25,0.0,335.12,25-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
25-Mar-2020 - 00:00,29.0,53.21,8.48,9.83,2.48,2.48,3.61,1.01,42.99,,,,,,1.17,164.48,28.38,75.41,0.0,318.84,26-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
26-Mar-2020 - 00:00,29.92,50.64,9.62,13.02,3.4,3.4,3.37,1.09,50.14,,,,,,1.03,160.78,28.17,72.99,0.0,315.81,27-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
27-Mar-2020 - 00:00,31.88,54.54,9.05,12.35,3.31,3.31,3.78,1.01,54.33,,,,,,0.97,135.22,28.97,63.43,0.0,331.34,28-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
28-Mar-2020 - 00:00,33.89,58.24,8.78,12.19,3.41,3.39,4.0,1.02,56.71,,,,,,1.05,118.29,28.57,71.36,0.0,349.23,29-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
29-Mar-2020 - 00:00,28.54,51.67,8.56,12.07,3.51,3.51,3.26,1.01,34.18,,,,,,1.08,128.76,27.59,78.5,0.0,272.95,30-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
30-Mar-2020 - 00:00,28.63,59.54,8.2,11.02,2.99,2.99,2.7,1.0,29.33,,,,,,0.96,73.19,26.1,83.88,0.0,143.9,31-Mar-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
31-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
01-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
02-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
03-Apr-2020 - 00:00,36.01,61.14,7.87,10.99,3.12,3.12,3.83,0.38,70.33,,,,,,0.9,142.79,32.78,70.94,0.0,305.38,04-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
04-Apr-2020 - 00:00,33.62,58.6,8.79,12.12,3.33,3.33,3.09,0.31,52.42,,,,,,1.05,130.56,32.4,75.98,0.0,274.14,05-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
05-Apr-2020 - 00:00,29.65,51.22,8.6,11.8,3.2,3.2,2.95,0.3,42.34,,,,,,1.07,104.23,30.95,77.05,0.33,252.96,06-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
06-Apr-2020 - 00:00,18.48,34.32,10.82,15.09,4.27,4.27,3.11,0.33,35.87,,,,,,1.07,156.49,31.75,76.28,0.0,293.25,07-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
07-Apr-2020 - 00:00,24.63,41.0,11.3,15.51,4.2,4.2,3.24,0.36,42.96,,,,,,1.69,192.37,32.03,81.56,0.0,241.9,08-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
08-Apr-2020 - 00:00,26.47,44.13,11.25,14.93,3.69,3.69,4.05,0.31,68.42,,,,,,1.69,240.08,31.5,77.77,0.0,265.32,09-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
09-Apr-2020 - 00:00,27.19,51.68,11.23,15.19,3.96,3.96,2.89,0.39,56.39,,,,,,1.63,232.39,31.45,75.0,0.0,270.07,10-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
10-Apr-2020 - 00:00,24.33,46.39,9.63,13.02,3.38,3.38,3.13,0.35,46.38,,,,,,0.96,143.13,32.22,78.0,0.0,272.64,11-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
11-Apr-2020 - 00:00,28.23,50.93,9.7,13.3,3.59,3.59,2.61,0.35,43.8,,,,,,1.01,157.6,32.46,77.38,0.0,237.79,12-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
12-Apr-2020 - 00:00,31.31,49.99,9.44,12.92,3.49,3.49,3.29,0.31,50.99,,,,,,0.9,187.43,32.82,70.18,0.0,268.67,13-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
13-Apr-2020 - 00:00,33.02,54.58,9.82,13.19,3.38,3.38,3.66,0.32,54.79,,,,,,1.14,139.59,32.72,74.72,0.0,259.91,14-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
14-Apr-2020 - 00:00,30.97,51.6,8.79,11.99,3.2,3.2,3.32,0.32,50.8,,,,,,0.95,119.75,32.76,76.28,0.0,221.57,15-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
15-Apr-2020 - 00:00,24.25,41.08,8.45,11.73,3.28,3.26,3.24,0.31,45.03,,,,,,1.02,123.1,33.03,74.39,0.0,264.72,16-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
16-Apr-2020 - 00:00,17.61,31.39,9.03,12.61,3.58,3.58,3.45,0.34,47.79,,,,,,1.07,166.66,32.82,73.28,0.0,245.72,17-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
17-Apr-2020 - 00:00,17.98,33.96,9.06,12.57,3.51,3.51,3.69,0.33,52.93,0.05,0.02,0.0,0.0,0.0,0.94,156.44,32.91,74.62,0.0,248.03,18-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
18-Apr-2020 - 00:00,14.87,26.59,7.7,10.79,3.08,3.08,3.29,0.18,38.85,0.05,0.03,0.0,0.0,0.0,0.96,84.05,33.18,76.55,0.0,155.18,19-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
19-Apr-2020 - 00:00,11.68,23.02,8.11,11.43,3.31,3.31,3.04,0.19,33.24,0.05,0.03,0.0,0.0,0.0,0.85,120.07,32.92,79.63,0.0,149.1,20-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
20-Apr-2020 - 00:00,17.85,32.54,10.52,14.35,3.83,3.83,3.71,0.24,36.61,0.05,0.03,0.0,0.0,0.0,0.88,168.21,32.45,80.06,0.02,164.49,21-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
21-Apr-2020 - 00:00,22.28,38.52,11.46,15.92,4.47,4.47,3.65,0.29,38.43,0.05,0.03,0.0,0.0,0.0,1.03,183.04,31.61,79.4,0.04,171.0,22-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
22-Apr-2020 - 00:00,20.37,37.8,11.52,15.85,4.33,4.33,2.92,0.31,38.41,0.05,0.03,0.0,0.0,0.0,1.42,172.21,31.23,84.97,0.01,158.53,23-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
23-Apr-2020 - 00:00,23.42,42.83,11.41,15.75,4.34,4.34,3.06,0.2,31.83,0.05,0.03,0.0,0.0,0.0,1.3,164.06,31.05,87.49,0.11,164.61,24-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
24-Apr-2020 - 00:00,22.52,41.06,11.07,15.28,4.21,4.22,3.55,0.19,32.61,0.03,0.01,0.0,0.0,0.0,1.24,186.16,31.82,85.17,0.0,167.22,25-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
25-Apr-2020 - 00:00,23.95,46.74,10.23,14.49,4.26,4.26,3.18,0.28,36.25,0.01,0.0,0.0,0.0,0.0,2.09,234.99,33.01,79.36,0.0,284.95,26-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
26-Apr-2020 - 00:00,32.76,63.46,9.84,13.62,3.79,3.79,3.19,0.18,40.37,0.19,0.12,0.0,0.0,0.0,1.42,205.32,31.85,82.22,0.04,279.7,27-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
27-Apr-2020 - 00:00,19.52,43.08,12.05,16.32,4.27,4.27,3.6,0.32,50.14,0.56,0.38,0.0,0.0,0.0,1.63,203.93,32.42,77.24,0.0,306.99,28-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
28-Apr-2020 - 00:00,30.95,52.78,12.7,17.08,4.38,4.38,3.34,0.21,51.96,0.55,0.38,0.0,0.0,0.0,1.49,214.56,31.02,79.06,0.35,261.1,29-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
29-Apr-2020 - 00:00,22.26,43.18,12.17,16.98,4.81,4.71,3.36,0.36,43.73,0.56,0.38,0.0,0.0,0.0,1.51,211.76,31.36,79.64,0.0,269.25,30-Apr-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
30-Apr-2020 - 00:00,28.82,54.97,12.68,17.1,4.39,4.4,3.25,0.21,42.28,0.55,0.39,0.0,0.0,0.0,1.42,218.99,31.85,80.89,0.0,255.3,01-May-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
01-May-2020 - 00:00,23.96,49.36,10.99,14.97,3.98,3.98,3.42,0.25,38.22,0.57,0.38,0.0,0.0,0.0,1.85,195.82,32.4,77.33,0.0,269.14,02-May-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
02-May-2020 - 00:00,26.98,51.89,11.32,15.71,4.39,4.39,2.56,0.33,43.04,0.55,0.38,0.0,0.0,0.0,1.9,236.18,32.41,79.14,0.02,259.62,03-May-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
03-May-2020 - 00:00,23.5,47.36,9.01,12.78,3.77,3.77,2.91,0.28,38.73,0.56,0.39,0.0,0.0,0.0,1.85,210.04,32.48,84.29,0.01,244.41,04-May-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
04-May-2020 - 00:00,30.89,55.55,11.9,38.97,27.08,27.08,3.34,0.22,37.06,0.56,0.4,0.0,0.0,0.0,1.89,236.15,32.7,83.21,0.0,260.33,05-May-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
05-May-2020 - 00:00,34.79,57.27,13.26,58.61,45.36,45.36,2.45,0.21,43.62,0.56,0.39,0.0,0.0,0.0,1.56,214.54,31.74,82.48,0.18,243.39,06-May-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
06-May-2020 - 00:00,25.51,47.6,14.24,59.86,45.62,45.63,3.72,0.42,38.3,0.56,0.39,0.0,0.0,0.0,1.06,173.41,30.52,86.91,0.01,253.76,07-May-2020 - 00:00,"Kariavattom, Thiruvananthapuram - Kerala PCB"
