from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,WS,WD,AT,RH,RF,SR,to date,station
20-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Jan-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
21-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Jan-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
22-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Jan-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
23-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Jan-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
24-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Jan-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
25-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Jan-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
26-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Jan-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
27-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Jan-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
28-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Jan-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
29-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Jan-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
30-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,31-Jan-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
31-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
01-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
02-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
03-Feb-2020 - 00:00,74.1,132.37,9.98,18.69,8.21,0.02,2.85,0.65,51.31,,,,,,1.91,313.96,28.24,66.13,0.0,224.71,04-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
04-Feb-2020 - 00:00,67.35,110.66,9.98,18.64,8.16,0.02,2.37,0.6,45.6,,,,,,1.88,313.9,27.28,67.63,0.0,272.05,05-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
05-Feb-2020 - 00:00,68.57,116.08,10.0,18.48,7.98,0.02,2.4,0.56,43.16,,,,,,1.86,314.0,27.52,65.81,0.0,268.6,06-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
06-Feb-2020 - 00:00,64.48,106.86,9.98,18.45,7.97,0.03,2.65,0.42,50.97,,,,,,1.95,314.04,27.44,67.64,0.0,280.3,07-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
07-Feb-2020 - 00:00,48.3,98.55,11.58,19.97,8.08,5.03,2.82,0.32,41.83,,,,,,2.41,314.17,26.78,67.21,0.0,292.6,08-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
08-Feb-2020 - 00:00,38.07,76.39,14.0,22.89,8.86,10.75,2.06,0.42,33.49,,,,,,2.28,314.14,25.86,63.82,0.0,272.88,09-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
09-Feb-2020 - 00:00,40.76,68.92,13.98,22.46,8.46,10.75,2.16,0.5,32.91,,,,,,1.91,316.2,26.21,61.19,0.0,273.11,10-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
10-Feb-2020 - 00:00,41.19,74.62,13.99,23.32,9.31,10.76,2.91,0.56,32.91,,,,,,1.99,319.71,26.81,60.2,0.0,274.24,11-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
11-Feb-2020 - 00:00,49.14,91.04,14.97,19.21,8.73,8.04,1.98,0.46,38.09,,,,,,1.83,322.1,27.82,60.69,0.0,298.87,12-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
12-Feb-2020 - 00:00,62.59,112.0,18.48,14.74,7.97,5.48,2.53,0.58,41.6,,,,,,1.95,320.39,27.83,62.83,0.0,298.06,13-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
13-Feb-2020 - 00:00,60.55,105.3,12.6,20.62,7.98,16.5,3.19,0.56,52.99,,,,,,1.86,320.66,28.01,64.95,0.0,324.55,14-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
14-Feb-2020 - 00:00,69.17,121.85,13.65,23.6,9.1,19.11,2.94,0.36,46.48,,,,,,1.92,321.26,27.99,69.98,0.0,288.48,15-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
15-Feb-2020 - 00:00,68.7,104.79,14.59,26.36,10.17,21.5,2.52,0.43,41.76,,,,,,1.72,323.21,27.91,72.06,0.0,297.57,16-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
16-Feb-2020 - 00:00,71.14,100.56,14.6,26.35,10.16,21.49,2.61,0.46,47.39,,,,,,1.74,325.79,28.32,71.01,0.0,308.72,17-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
17-Feb-2020 - 00:00,80.18,122.27,14.59,26.36,10.17,21.5,2.4,0.55,44.29,,,,,,1.99,323.67,28.45,67.35,0.0,314.87,18-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
18-Feb-2020 - 00:00,69.45,112.95,15.75,27.52,10.94,18.02,3.07,0.43,55.48,,,,,,1.84,320.5,28.09,63.63,0.0,285.1,19-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
19-Feb-2020 - 00:00,70.91,111.88,17.6,29.36,12.16,12.49,2.48,0.49,46.77,,,,,,1.75,320.85,27.82,69.2,0.0,288.49,20-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
20-Feb-2020 - 00:00,73.01,117.61,17.6,29.37,12.17,12.5,4.57,0.53,56.13,,,,,,1.89,321.34,28.08,65.16,0.0,290.62,21-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
21-Feb-2020 - 00:00,69.78,106.24,17.6,29.37,12.18,12.5,1.87,0.48,31.42,,,,,,1.95,321.8,28.28,63.09,0.0,291.64,22-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
22-Feb-2020 - 00:00,75.12,116.11,17.6,29.37,12.17,12.5,2.32,0.52,43.47,,,,,,1.88,326.38,28.46,67.57,0.0,296.29,23-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
23-Feb-2020 - 00:00,61.45,99.62,17.6,29.37,12.17,12.5,2.43,0.47,44.66,,,,,,1.8,329.4,28.71,61.9,0.0,265.26,24-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
24-Feb-2020 - 00:00,72.09,119.7,17.6,29.4,12.2,12.5,4.02,0.64,49.08,,,,,,1.99,329.98,28.21,60.93,0.0,279.06,25-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
25-Feb-2020 - 00:00,67.95,104.34,17.6,29.38,12.18,12.5,2.33,0.41,39.78,,,,,,1.9,330.62,27.79,68.84,0.0,290.99,26-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
26-Feb-2020 - 00:00,57.84,95.08,17.6,29.39,12.19,12.5,1.75,0.33,30.85,,,,,,1.71,331.01,28.41,70.68,0.0,291.38,27-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
27-Feb-2020 - 00:00,58.19,93.94,17.6,29.39,12.19,12.5,1.73,0.44,39.48,,,,,,1.71,330.92,28.41,69.36,0.0,316.56,28-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
28-Feb-2020 - 00:00,55.57,95.0,17.6,29.39,12.19,12.5,2.36,0.36,40.73,,,,,,1.79,331.46,28.06,67.98,0.0,148.97,29-Feb-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
29-Feb-2020 - 00:00,49.45,85.35,17.6,29.37,12.17,12.49,2.04,0.44,43.18,,,,,,1.71,331.23,28.65,64.31,0.0,298.59,01-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
01-Mar-2020 - 00:00,50.02,78.25,17.59,29.38,12.19,12.5,2.47,0.38,43.65,,,,,,1.67,330.69,28.89,64.02,0.0,297.31,02-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
02-Mar-2020 - 00:00,42.66,69.68,17.6,29.38,12.18,12.5,1.41,0.47,39.98,,,,,,1.72,330.73,28.4,70.08,0.0,288.28,03-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
03-Mar-2020 - 00:00,46.95,74.1,17.6,29.38,12.18,12.49,1.64,0.45,31.85,,,,,,2.04,331.25,28.45,71.72,0.0,281.61,04-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
04-Mar-2020 - 00:00,49.71,103.51,17.6,29.38,12.18,12.49,3.18,0.34,36.39,,,,,,2.47,331.7,28.75,62.32,0.0,293.03,05-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
05-Mar-2020 - 00:00,39.15,75.51,17.6,29.37,12.16,12.49,3.52,0.29,30.39,,,,,,2.6,328.66,28.52,63.57,0.0,295.96,06-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
06-Mar-2020 - 00:00,39.62,71.7,17.6,29.38,12.18,12.5,2.59,0.34,27.2,,,,,,2.3,327.79,28.12,63.81,0.0,284.1,07-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
07-Mar-2020 - 00:00,35.93,67.43,17.6,29.36,12.17,12.49,2.32,0.41,23.15,,,,,,1.85,323.35,28.29,61.86,0.0,294.28,08-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
08-Mar-2020 - 00:00,37.98,67.24,17.61,29.36,12.15,12.49,2.34,0.26,23.88,,,,,,1.99,324.1,28.39,64.15,0.0,321.79,09-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
09-Mar-2020 - 00:00,41.29,86.51,17.59,29.29,12.1,12.49,1.84,0.28,26.09,,,,,,2.33,328.14,28.75,65.92,0.0,303.76,10-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
10-Mar-2020 - 00:00,35.59,80.21,17.59,29.3,12.1,12.48,2.32,0.12,25.87,,,,,,2.38,327.19,28.8,63.09,0.0,312.8,11-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
11-Mar-2020 - 00:00,42.63,83.19,17.59,29.29,12.1,12.48,2.23,0.19,26.09,,,,,,2.15,328.32,28.56,64.67,0.0,329.11,12-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
12-Mar-2020 - 00:00,32.19,59.68,17.6,29.3,12.11,12.48,2.04,0.14,27.73,,,,,,2.32,328.6,28.77,63.49,0.0,324.57,13-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
13-Mar-2020 - 00:00,33.14,72.53,17.6,29.29,12.09,12.48,2.85,0.17,35.44,,,,,,2.44,328.57,28.42,64.05,0.0,322.9,14-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
14-Mar-2020 - 00:00,40.4,72.79,17.6,29.3,12.1,12.48,2.75,0.16,44.66,,,,,,2.1,329.0,28.41,64.84,0.0,331.89,15-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
15-Mar-2020 - 00:00,42.63,79.15,17.6,29.3,12.11,12.48,3.25,0.15,58.27,,,,,,2.07,330.25,28.6,68.09,0.0,348.3,16-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
16-Mar-2020 - 00:00,42.03,78.16,17.6,29.31,12.11,12.48,1.98,0.25,50.06,,,,,,1.89,330.16,28.97,67.36,0.0,338.98,17-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
17-Mar-2020 - 00:00,48.38,85.86,17.6,29.31,12.12,12.48,2.53,0.4,45.28,,,,,,1.95,330.6,29.16,68.36,0.0,314.58,18-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
18-Mar-2020 - 00:00,46.86,77.88,17.59,29.3,12.1,12.48,1.42,0.41,35.42,,,,,,2.01,329.04,29.25,69.2,0.0,405.22,19-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
19-Mar-2020 - 00:00,46.99,78.52,17.59,29.3,12.11,12.48,1.59,0.39,29.2,,,,,,1.99,322.8,29.17,71.49,0.0,378.72,20-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
20-Mar-2020 - 00:00,40.52,70.75,17.6,29.3,12.1,12.48,1.8,0.32,32.79,,,,,,2.12,319.4,29.16,66.69,0.0,334.91,21-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
21-Mar-2020 - 00:00,35.47,68.44,17.6,29.3,12.11,12.49,2.7,0.27,32.86,,,,,,2.26,318.61,28.83,60.83,0.0,330.51,22-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
22-Mar-2020 - 00:00,35.72,60.65,17.6,29.3,12.1,12.48,2.46,0.22,26.84,,,,,,1.87,318.92,28.77,66.62,0.0,317.25,23-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
23-Mar-2020 - 00:00,43.55,70.22,17.59,29.29,12.09,12.48,1.95,0.23,30.77,,,,,,1.83,318.04,28.99,66.97,0.0,319.69,24-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
24-Mar-2020 - 00:00,41.22,67.51,17.6,29.3,12.1,12.48,2.02,0.2,33.56,,,,,,2.17,316.8,29.07,68.68,0.0,324.72,25-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
25-Mar-2020 - 00:00,36.62,59.28,17.6,29.29,12.09,12.48,2.02,0.11,29.08,,,,,,1.85,316.81,28.96,69.22,0.0,349.21,26-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
26-Mar-2020 - 00:00,37.79,61.74,17.6,29.29,12.1,12.48,1.28,0.11,24.71,,,,,,2.11,316.86,29.3,69.29,0.0,355.41,27-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
27-Mar-2020 - 00:00,40.2,66.19,17.6,29.29,12.09,12.48,1.69,0.07,25.49,,,,,,2.18,316.85,29.44,66.21,0.0,335.29,28-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
28-Mar-2020 - 00:00,45.85,71.78,17.6,29.29,12.09,12.48,1.31,0.22,23.49,,,,,,1.96,316.81,29.72,69.05,0.0,313.95,29-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
29-Mar-2020 - 00:00,41.44,61.36,17.59,29.29,12.1,12.48,1.1,0.2,24.61,,,,,,1.95,316.83,29.8,70.2,0.0,362.58,30-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
30-Mar-2020 - 00:00,43.3,69.44,17.6,29.29,12.09,12.48,1.3,0.26,25.1,,,,,,2.33,316.69,29.93,68.84,0.0,532.02,31-Mar-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
31-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
01-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
02-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
03-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
04-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
05-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
06-Apr-2020 - 00:00,34.14,52.68,17.61,29.53,12.32,12.51,1.92,0.21,22.1,,,,,,1.8,311.67,29.31,70.39,0.0,139.16,07-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
07-Apr-2020 - 00:00,27.65,42.46,17.6,29.33,12.13,12.49,1.54,0.11,26.39,,,,,,1.67,311.67,28.12,71.02,0.0,218.1,08-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
08-Apr-2020 - 00:00,35.78,56.12,13.43,22.09,8.8,10.22,1.95,0.19,24.43,,,,,,2.13,311.71,28.55,68.09,0.0,359.45,09-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
09-Apr-2020 - 00:00,28.53,55.57,8.3,12.97,4.67,7.57,1.1,0.15,23.42,,,,,,2.3,311.8,28.66,65.84,0.0,377.09,10-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
10-Apr-2020 - 00:00,24.84,43.04,8.3,12.96,4.66,7.57,2.55,0.16,44.97,,,,,,1.97,311.83,29.76,61.54,0.0,556.26,11-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
11-Apr-2020 - 00:00,27.65,43.39,8.3,12.97,4.68,7.57,1.74,0.35,34.69,,,,,,1.85,311.85,30.1,64.17,0.0,535.19,12-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
12-Apr-2020 - 00:00,28.95,48.83,8.29,12.94,4.65,7.57,1.16,0.22,19.1,,,,,,1.89,311.85,28.02,78.01,0.0,375.08,13-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
13-Apr-2020 - 00:00,41.54,66.58,8.3,12.97,4.67,7.57,1.8,0.16,33.24,,,,,,2.66,311.89,31.34,66.38,0.0,630.25,14-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
14-Apr-2020 - 00:00,40.5,67.33,8.29,12.97,4.67,7.57,1.08,0.17,23.43,,,,,,1.97,311.92,30.33,68.48,0.0,572.72,15-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
15-Apr-2020 - 00:00,41.65,63.49,8.3,12.98,4.67,7.56,1.54,0.19,19.72,,,,,,2.12,311.99,30.31,67.96,0.0,369.88,16-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
16-Apr-2020 - 00:00,38.71,61.41,8.3,12.98,4.68,7.57,0.59,0.33,16.73,,,,,,2.15,312.03,30.25,66.29,0.0,314.77,17-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
17-Apr-2020 - 00:00,38.11,58.44,8.94,13.92,5.15,7.56,1.7,0.2,18.17,,,,,,2.2,312.11,30.23,68.05,0.0,320.61,18-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
18-Apr-2020 - 00:00,37.91,54.85,10.04,15.88,6.07,8.55,1.09,0.2,17.2,0.0,0.21,0.0,0.0,0.0,2.02,308.95,30.57,66.22,0.0,317.35,19-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
19-Apr-2020 - 00:00,36.95,54.42,14.49,24.51,10.01,14.5,1.43,0.21,18.46,0.0,0.21,0.0,0.0,0.0,1.74,291.85,30.64,65.99,0.0,236.28,20-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
20-Apr-2020 - 00:00,39.18,59.71,14.5,24.51,10.0,14.51,1.58,0.26,15.23,0.0,0.22,0.0,0.0,0.0,1.72,291.54,30.99,66.96,0.0,250.07,21-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
21-Apr-2020 - 00:00,34.98,52.99,14.51,24.5,10.0,14.5,1.06,0.27,11.4,0.0,0.22,0.0,0.0,0.0,1.94,296.0,30.71,68.51,0.0,220.68,22-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
22-Apr-2020 - 00:00,29.82,40.73,14.51,24.49,10.0,14.51,1.81,0.27,19.79,0.0,0.22,0.0,0.0,0.0,1.96,296.69,30.4,67.04,0.0,227.3,23-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
23-Apr-2020 - 00:00,28.61,43.61,14.5,24.5,10.01,14.5,1.2,0.12,12.15,0.0,0.21,0.0,0.0,0.0,2.23,301.97,30.44,67.27,0.0,227.7,24-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
24-Apr-2020 - 00:00,32.54,46.53,14.49,24.51,10.0,14.5,1.59,0.27,11.39,0.0,0.21,0.0,0.0,0.0,1.73,291.42,26.75,75.17,0.0,114.18,25-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
25-Apr-2020 - 00:00,38.66,61.67,14.51,24.49,10.0,14.5,2.16,0.2,9.4,0.0,0.22,0.0,0.0,0.0,2.03,297.56,29.09,71.79,0.0,247.29,26-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
26-Apr-2020 - 00:00,33.25,50.28,15.0,25.08,10.05,14.78,1.52,0.18,9.75,0.01,0.43,0.0,0.01,0.01,1.92,295.5,28.57,75.5,0.01,237.08,27-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
27-Apr-2020 - 00:00,21.55,35.85,16.2,26.39,10.21,15.36,1.79,0.17,14.63,0.0,0.99,0.0,0.0,0.0,2.03,297.94,28.85,71.74,0.0,330.14,28-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
28-Apr-2020 - 00:00,29.28,55.26,16.21,26.41,10.19,15.38,2.11,0.16,12.73,0.0,1.0,0.0,0.0,0.0,2.11,298.96,29.76,68.8,0.0,290.75,29-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
29-Apr-2020 - 00:00,24.57,51.26,16.2,26.39,10.19,15.41,1.04,0.21,13.2,0.0,0.99,0.0,0.0,0.0,1.76,291.6,29.87,66.83,0.0,188.58,30-Apr-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
30-Apr-2020 - 00:00,35.06,57.51,16.19,26.4,10.21,15.4,1.3,0.1,11.69,0.0,0.97,0.0,0.0,0.0,2.13,299.5,29.41,70.01,0.0,229.68,01-May-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
01-May-2020 - 00:00,25.31,40.96,16.2,26.4,10.2,15.39,0.93,0.28,11.69,0.0,0.99,0.0,0.0,0.0,2.19,301.23,29.53,70.58,0.0,241.87,02-May-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
02-May-2020 - 00:00,25.38,41.25,16.22,26.4,10.21,15.44,1.42,0.28,12.31,0.0,1.0,0.0,0.0,0.0,2.41,305.74,28.93,73.19,0.0,226.44,03-May-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
03-May-2020 - 00:00,25.08,39.97,16.2,26.4,10.2,15.38,1.5,0.32,15.43,0.0,0.98,0.0,0.0,0.0,2.01,297.69,29.11,71.54,0.0,246.45,04-May-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
04-May-2020 - 00:00,28.98,45.59,16.2,26.4,10.19,15.41,1.82,0.35,20.85,0.0,0.98,0.0,0.0,0.0,2.1,299.37,30.19,68.85,0.0,241.08,05-May-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
05-May-2020 - 00:00,30.91,50.74,16.2,26.4,10.2,15.43,0.91,0.33,16.79,0.0,0.98,0.0,0.0,0.0,2.13,299.79,30.4,70.22,0.0,231.83,06-May-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
06-May-2020 - 00:00,27.29,45.08,16.21,26.4,10.21,15.38,1.21,0.36,15.53,0.0,1.0,0.0,0.0,0.0,1.98,296.61,29.35,69.84,0.0,240.15,07-May-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
07-May-2020 - 00:00,21.66,36.96,16.2,26.39,10.21,15.36,1.31,0.32,12.22,0.0,0.98,0.0,0.0,0.0,2.01,296.95,29.2,68.88,0.0,260.28,08-May-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
08-May-2020 - 00:00,17.07,28.69,16.2,26.39,10.21,15.36,1.97,0.23,18.24,0.0,0.99,0.0,0.0,0.0,1.84,293.55,28.21,76.02,0.0,192.99,09-May-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
09-May-2020 - 00:00,25.55,44.47,16.19,26.4,10.18,15.39,0.82,0.05,10.5,0.0,0.98,0.0,0.0,0.0,2.01,297.13,29.85,72.96,0.0,285.53,10-May-2020 - 00:00,"Thavakkara, Kannur - Kerala PCB"
