from date,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,CO,AT,WS,SO2,Benzene,Toluene,NH3,to date,station
28-Jul-2019 - 00:00,68.29,0.01,0.07,127.5,73.91,991.38,104.9,6.31,31.12,21.45,11.54,20.35,0.63,28.25,1.98,3.9,0.15,1.32,20.62,29-Jul-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Jul-2019 - 00:00,73.62,0.0,0.06,127.76,66.48,991.16,106.27,5.08,33.16,21.67,12.64,19.58,0.68,29.76,1.86,3.38,0.16,1.09,17.48,30-Jul-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Jul-2019 - 00:00,89.29,0.11,0.04,148.74,67.76,991.2,105.43,5.9,37.24,24.49,13.35,28.14,0.77,29.41,1.41,3.57,0.67,2.96,19.02,31-Jul-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
31-Jul-2019 - 00:00,88.46,0.01,0.06,143.78,66.14,991.15,96.48,4.96,36.96,23.64,13.78,27.08,0.93,29.69,1.46,4.03,0.25,1.63,19.31,01-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Aug-2019 - 00:00,92.83,0.0,0.07,118.43,61.22,991.01,134.98,4.79,37.49,23.71,14.37,30.67,0.86,31.11,1.66,4.88,0.21,1.61,19.55,02-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Aug-2019 - 00:00,103.35,0.1,0.04,177.08,72.53,991.35,89.33,6.25,31.53,21.64,14.33,35.62,0.92,28.62,1.23,4.08,0.79,3.28,19.08,03-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Aug-2019 - 00:00,98.31,0.16,0.05,143.51,76.1,991.45,94.32,13.26,22.11,22.58,14.5,39.08,0.88,27.84,1.14,4.23,0.83,5.77,17.35,04-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Aug-2019 - 00:00,110.27,0.01,0.01,183.02,73.86,991.39,110.28,15.12,20.41,23.12,11.33,52.81,0.98,29.11,0.93,4.22,0.46,3.17,18.03,05-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Aug-2019 - 00:00,116.48,0.27,0.07,146.56,72.05,983.54,117.12,30.62,39.33,41.42,13.51,47.42,0.93,29.97,1.03,4.47,0.67,3.8,24.06,06-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Aug-2019 - 00:00,72.54,2.49,0.11,172.23,83.29,972.99,43.65,25.1,48.0,44.34,10.05,25.43,0.97,25.9,0.89,4.19,1.78,7.29,30.99,07-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Aug-2019 - 00:00,93.38,0.9,0.16,172.92,72.77,972.68,125.34,23.62,40.57,40.14,16.61,30.56,1.1,28.76,1.05,5.11,1.5,10.97,20.74,08-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Aug-2019 - 00:00,85.99,0.21,0.13,125.92,62.42,972.38,132.28,11.17,42.86,31.79,18.22,18.28,0.94,31.62,1.26,6.28,0.78,7.38,16.78,09-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Aug-2019 - 00:00,83.2,0.01,,135.19,60.83,972.33,126.18,6.26,34.02,22.89,11.24,8.05,0.68,30.18,2.8,3.98,0.25,1.59,16.07,10-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Aug-2019 - 00:00,68.69,0.02,0.33,119.04,68.82,972.56,113.65,5.22,31.21,20.82,11.08,15.26,0.69,28.99,2.55,3.69,0.31,1.07,16.84,11-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Aug-2019 - 00:00,80.4,0.0,0.84,140.23,63.58,972.41,134.72,4.76,32.97,21.36,13.29,26.31,0.74,31.01,1.46,4.22,0.22,1.7,16.59,12-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Aug-2019 - 00:00,71.04,0.0,1.0,234.47,72.41,972.68,98.95,4.68,26.31,17.51,12.63,17.08,0.78,28.87,1.06,3.43,0.17,1.06,16.73,13-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Aug-2019 - 00:00,84.61,0.43,1.0,218.48,76.14,972.78,98.66,16.71,28.86,28.96,11.36,20.8,0.88,28.22,1.34,3.59,0.79,3.89,16.22,14-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Aug-2019 - 00:00,94.45,0.65,1.0,242.09,78.21,972.85,124.17,8.62,32.45,24.23,15.84,44.15,0.84,28.22,0.74,3.15,1.19,7.53,18.36,15-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Aug-2019 - 00:00,83.18,0.41,1.02,199.66,72.6,972.67,123.25,10.44,24.59,21.58,11.98,30.55,0.72,29.3,1.34,3.16,0.75,7.55,16.82,16-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Aug-2019 - 00:00,67.79,0.06,1.04,129.98,74.01,972.72,104.04,6.35,26.66,19.34,10.62,15.77,0.74,27.48,2.02,3.49,0.23,1.59,14.29,17-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Aug-2019 - 00:00,48.19,0.0,0.78,120.44,84.04,973.01,65.67,9.21,20.6,18.42,9.7,12.77,0.67,25.1,2.61,3.64,0.09,0.98,12.97,18-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Aug-2019 - 00:00,56.53,0.28,0.5,239.38,84.46,973.03,82.02,11.52,18.84,19.39,11.78,21.9,0.8,25.03,1.03,3.88,0.5,4.06,13.16,19-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Aug-2019 - 00:00,101.42,1.13,0.42,270.16,74.74,972.74,127.33,21.26,24.68,30.34,14.72,40.19,0.96,27.91,0.82,3.09,1.63,10.1,13.11,20-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Aug-2019 - 00:00,102.77,0.58,0.02,278.61,70.68,972.62,120.11,13.66,36.67,29.73,12.77,41.38,0.87,28.77,1.27,2.59,1.59,8.54,17.72,21-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Aug-2019 - 00:00,134.33,0.3,0.15,261.61,69.15,972.57,133.62,10.01,43.15,31.11,15.54,47.62,0.78,29.25,1.08,2.38,1.05,5.29,23.93,22-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Aug-2019 - 00:00,124.47,1.14,0.25,258.31,74.61,972.73,106.92,36.26,46.69,54.38,13.48,41.5,1.07,27.09,0.78,3.09,1.6,10.49,23.48,23-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Aug-2019 - 00:00,122.25,0.55,0.34,260.21,75.92,972.78,124.23,46.98,31.21,53.77,12.21,49.68,0.89,27.96,0.7,2.89,1.25,7.64,23.63,24-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Aug-2019 - 00:00,120.55,1.1,0.59,225.68,78.26,972.85,93.06,42.49,31.31,51.29,9.96,48.92,1.09,27.44,0.75,3.16,2.01,13.33,22.53,25-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Aug-2019 - 00:00,78.78,0.38,0.97,182.08,78.58,972.86,93.28,18.12,26.88,29.07,9.66,30.92,0.87,26.42,0.91,4.29,0.95,7.43,21.67,26-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Aug-2019 - 00:00,74.47,0.37,0.91,168.97,70.96,972.63,128.77,24.08,35.73,38.63,11.74,23.51,0.88,28.76,1.17,3.18,0.83,7.83,21.16,27-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Aug-2019 - 00:00,99.25,0.66,0.55,206.53,68.48,972.56,121.39,24.47,39.83,41.03,15.19,35.9,0.96,29.78,0.71,3.77,1.19,8.19,20.88,28-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Aug-2019 - 00:00,100.39,0.28,0.1,149.31,66.34,972.49,131.46,21.32,44.44,40.98,13.7,36.36,0.84,30.88,1.05,3.59,0.68,4.42,18.86,29-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Aug-2019 - 00:00,98.72,0.08,0.25,138.86,63.58,972.41,140.68,7.51,45.18,30.07,13.99,35.32,0.84,31.37,1.57,4.11,0.33,2.23,18.02,30-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Aug-2019 - 00:00,96.76,0.01,0.1,193.33,66.18,972.49,119.54,9.51,43.51,30.9,16.15,36.33,0.97,30.42,0.9,3.97,0.4,1.94,18.57,31-Aug-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
31-Aug-2019 - 00:00,114.99,1.59,0.64,247.48,74.94,972.75,116.3,19.57,39.44,36.92,16.99,60.59,1.27,29.32,0.71,2.52,2.51,12.61,19.53,01-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Sep-2019 - 00:00,92.52,1.08,0.79,153.88,76.43,972.79,87.24,11.35,43.75,32.52,16.69,34.83,0.93,27.71,1.12,2.7,1.4,8.01,16.79,02-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Sep-2019 - 00:00,121.98,0.17,0.78,222.78,68.96,972.57,115.76,5.7,39.17,25.47,22.37,55.28,0.86,29.88,0.79,3.97,0.92,6.33,19.04,03-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Sep-2019 - 00:00,135.09,0.25,0.81,261.98,71.61,972.65,88.31,10.78,36.2,27.32,17.73,67.07,0.89,29.74,0.61,3.51,1.36,5.67,19.84,04-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Sep-2019 - 00:00,158.38,0.48,0.6,183.44,72.99,972.68,87.18,6.38,49.45,31.42,18.08,82.32,0.98,29.67,1.06,3.84,1.12,8.45,19.71,05-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Sep-2019 - 00:00,98.0,0.14,0.48,118.9,69.54,972.58,102.77,12.14,45.43,32.82,18.17,31.48,0.86,30.03,1.33,3.76,0.56,4.68,17.24,06-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Sep-2019 - 00:00,102.17,0.18,0.38,141.26,67.12,972.51,122.53,11.18,46.99,34.02,15.83,30.77,0.78,30.56,1.33,4.41,0.6,5.12,18.06,07-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Sep-2019 - 00:00,88.19,0.13,0.32,146.08,72.39,972.68,115.55,12.13,43.78,32.92,16.23,22.29,0.78,29.07,1.43,4.18,0.62,3.85,18.25,08-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Sep-2019 - 00:00,95.57,0.1,0.87,208.31,68.81,972.57,115.17,5.46,32.04,21.23,17.47,17.3,0.87,30.04,0.93,3.57,0.65,3.52,17.07,09-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Sep-2019 - 00:00,133.86,0.33,,266.93,66.94,972.52,113.69,11.88,34.36,27.16,19.54,51.42,0.91,30.35,0.79,3.63,1.02,5.82,22.41,10-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Sep-2019 - 00:00,124.83,0.42,,261.07,64.97,972.46,51.31,15.95,37.91,32.78,20.85,56.38,0.88,30.33,0.7,3.74,1.62,5.96,21.02,11-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Sep-2019 - 00:00,167.38,0.77,,230.24,64.83,972.48,122.21,27.08,49.44,47.99,23.97,78.85,1.03,31.0,0.7,4.41,1.38,6.97,21.02,12-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Sep-2019 - 00:00,132.1,0.19,0.38,130.9,66.93,972.51,64.04,7.6,48.69,32.05,17.34,56.84,0.84,30.99,1.56,5.5,0.69,3.95,18.59,13-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Sep-2019 - 00:00,99.1,0.08,0.46,121.92,64.42,972.43,7.69,8.24,42.04,29.05,16.66,33.26,0.83,30.97,1.44,5.42,0.46,3.26,16.08,14-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Sep-2019 - 00:00,83.58,0.02,0.05,132.73,64.89,972.45,9.43,4.27,35.12,22.08,17.37,27.22,0.79,30.17,1.69,4.37,0.37,3.0,14.54,15-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Sep-2019 - 00:00,92.21,0.09,0.56,179.61,75.99,972.78,79.13,13.68,30.86,27.49,17.94,40.65,0.91,27.88,1.02,4.05,0.49,3.43,14.57,16-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Sep-2019 - 00:00,124.07,0.42,0.41,260.92,71.25,972.63,106.18,20.99,30.43,32.8,21.06,56.12,1.0,29.14,0.67,4.66,1.19,5.95,15.16,17-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Sep-2019 - 00:00,127.73,0.44,0.43,233.26,67.98,972.54,92.55,10.58,35.84,27.65,19.92,56.34,0.99,29.17,0.77,4.3,1.36,7.15,13.33,18-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Sep-2019 - 00:00,106.83,0.07,0.13,133.54,62.49,972.45,131.23,3.81,35.84,22.1,16.69,36.64,0.72,29.02,1.65,4.98,0.43,2.7,11.24,19-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Sep-2019 - 00:00,76.28,0.05,0.31,120.92,67.53,972.53,35.38,4.17,27.23,17.86,15.12,20.97,0.76,27.18,1.9,4.24,0.24,1.95,9.85,20-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Sep-2019 - 00:00,88.79,0.2,0.79,182.07,67.81,972.54,24.09,11.24,26.91,23.47,14.4,31.9,0.81,27.61,1.03,4.77,0.48,3.81,9.3,21-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Sep-2019 - 00:00,88.28,0.24,0.2,207.4,72.91,972.78,54.79,11.49,21.7,20.92,16.33,32.96,0.8,26.84,0.91,4.98,0.61,3.22,8.73,22-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Sep-2019 - 00:00,74.69,0.23,1.22,163.21,78.13,972.84,94.42,13.02,22.6,22.63,14.04,21.93,0.73,24.35,1.25,4.67,0.58,4.68,7.36,23-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Sep-2019 - 00:00,103.01,0.32,0.82,159.55,70.76,972.63,98.53,8.63,25.54,20.59,16.65,37.02,0.8,26.11,1.14,3.96,0.86,4.99,8.12,24-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Sep-2019 - 00:00,106.32,0.51,0.53,188.75,70.18,972.61,109.71,10.92,26.36,22.91,16.22,36.3,0.91,26.39,1.04,4.67,0.81,5.88,7.92,25-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Sep-2019 - 00:00,108.48,0.14,0.29,151.14,67.89,972.54,115.31,6.14,23.91,17.61,16.63,33.98,0.77,27.24,1.24,5.84,0.59,3.75,7.61,26-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Sep-2019 - 00:00,78.46,0.39,0.96,127.48,67.01,972.51,92.12,11.74,34.07,27.4,14.03,26.48,0.49,27.55,1.77,4.31,0.5,4.07,10.81,27-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Sep-2019 - 00:00,85.63,0.07,0.6,139.21,69.97,972.6,77.5,10.63,42.72,31.13,18.29,17.17,0.6,26.15,1.73,3.93,0.37,3.38,16.65,28-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Sep-2019 - 00:00,74.58,0.09,0.75,140.42,70.41,972.62,91.56,13.36,43.51,33.99,19.28,22.66,0.64,25.9,1.54,3.8,0.49,5.39,16.19,29-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Sep-2019 - 00:00,48.92,0.04,0.57,128.5,71.95,972.66,101.19,10.25,40.92,30.08,18.15,21.29,0.56,25.4,1.63,2.82,0.27,2.41,15.09,30-Sep-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Sep-2019 - 00:00,86.22,0.3,0.67,129.74,72.23,972.67,90.92,16.43,50.14,39.75,18.86,34.65,0.78,25.52,1.38,2.37,0.77,4.28,16.24,01-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Oct-2019 - 00:00,78.83,0.1,0.65,137.42,71.17,972.64,111.55,17.26,48.6,39.16,20.66,32.57,0.74,26.03,1.37,6.58,0.56,2.99,15.14,02-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Oct-2019 - 00:00,65.0,1.08,,292.32,84.6,973.03,5.3,34.53,30.45,44.32,14.4,37.5,,21.52,0.3,3.35,1.75,6.52,10.85,03-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Oct-2019 - 00:00,110.19,0.61,0.29,212.67,61.0,972.33,157.3,20.21,58.81,46.55,33.51,48.37,,28.22,1.03,3.38,1.48,7.38,15.86,04-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Oct-2019 - 00:00,85.95,0.26,0.45,263.43,72.52,972.68,124.02,12.77,48.67,35.63,23.79,41.59,0.79,24.24,1.18,3.31,1.57,7.86,15.55,05-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Oct-2019 - 00:00,79.0,0.68,0.3,286.68,62.43,972.38,134.01,10.35,43.77,31.32,23.57,35.49,0.8,24.36,1.28,2.92,1.77,8.73,13.76,06-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Oct-2019 - 00:00,118.19,0.51,,286.24,62.32,972.38,125.32,3.89,46.24,27.19,27.18,61.18,0.76,25.06,1.19,2.68,1.62,8.97,15.14,07-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Oct-2019 - 00:00,118.9,0.04,,281.74,60.72,972.33,117.07,2.43,39.76,22.77,27.39,61.3,0.84,25.41,1.64,3.16,1.23,5.09,14.17,08-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Oct-2019 - 00:00,93.25,0.26,,271.64,59.07,972.27,132.38,6.65,38.96,25.76,27.67,51.05,1.05,24.28,1.21,2.97,1.04,3.9,12.71,09-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Oct-2019 - 00:00,122.54,1.45,,234.36,62.29,972.37,126.79,32.18,52.9,52.94,28.28,71.16,0.96,24.14,0.72,2.84,3.56,13.2,13.9,10-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Oct-2019 - 00:00,155.0,0.93,,247.1,61.24,972.34,122.32,18.7,60.97,46.82,31.62,94.15,0.88,24.4,0.65,2.92,3.13,11.96,15.71,11-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Oct-2019 - 00:00,173.09,1.14,,255.47,62.91,972.39,124.13,27.5,57.1,52.1,31.95,101.15,1.39,23.91,0.62,3.07,3.03,18.27,16.1,12-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Oct-2019 - 00:00,155.12,1.85,,252.91,64.34,972.43,116.88,22.07,58.04,48.28,28.13,90.05,0.77,24.35,0.62,3.16,3.68,20.34,17.16,13-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Oct-2019 - 00:00,202.77,2.88,,259.9,63.62,972.41,110.01,48.49,61.12,71.1,26.79,116.84,,23.82,0.61,2.9,3.81,23.18,18.95,14-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Oct-2019 - 00:00,191.58,2.69,,256.0,64.84,972.45,116.52,41.29,56.89,62.17,28.24,104.0,1.17,23.79,0.64,2.33,3.41,20.17,17.92,15-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Oct-2019 - 00:00,210.46,6.2,,238.39,64.64,972.44,114.21,65.12,73.19,91.82,31.76,117.12,1.59,24.3,0.53,2.71,6.43,27.95,18.27,16-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Oct-2019 - 00:00,226.02,5.15,1.7,205.45,66.42,972.49,108.01,47.63,65.77,71.96,29.93,125.61,0.96,24.58,0.6,1.72,4.66,23.28,20.29,17-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Oct-2019 - 00:00,188.35,1.18,0.05,181.62,63.81,972.42,112.26,21.04,63.91,49.86,13.54,97.7,0.76,24.68,0.71,2.48,1.86,10.62,19.33,18-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Oct-2019 - 00:00,199.64,0.28,0.03,172.89,57.77,972.24,113.12,14.79,58.72,42.7,5.77,80.35,0.51,25.12,1.23,2.08,1.13,5.64,18.16,19-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Oct-2019 - 00:00,157.27,1.16,,252.03,57.6,972.23,109.31,13.5,65.57,45.85,10.06,74.31,1.22,23.92,0.64,2.33,2.59,14.45,17.54,20-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Oct-2019 - 00:00,149.41,1.25,,271.51,56.75,972.37,112.67,18.35,62.1,47.64,8.79,86.91,0.79,23.01,0.96,2.85,2.46,13.31,18.01,21-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Oct-2019 - 00:00,200.52,0.55,,265.03,55.36,972.17,117.81,13.02,60.06,42.0,11.94,104.9,3.07,22.01,1.06,3.1,2.43,13.1,18.52,22-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Oct-2019 - 00:00,174.31,1.2,,259.57,56.49,972.2,118.2,22.9,57.05,47.37,11.87,86.32,1.45,20.99,1.1,2.31,2.37,12.85,16.36,23-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Oct-2019 - 00:00,225.3,3.96,0.0,257.69,59.13,972.28,116.23,66.38,63.59,87.79,22.24,114.64,1.0,21.25,0.89,3.46,4.95,26.52,15.31,24-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Oct-2019 - 00:00,257.32,12.55,0.0,235.98,63.39,972.41,104.44,110.89,81.86,131.94,34.83,158.0,1.46,21.55,0.55,3.79,8.77,44.82,18.17,25-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Oct-2019 - 00:00,200.49,4.45,0.0,222.82,61.39,972.34,108.65,66.46,71.2,91.94,20.56,113.69,1.51,21.19,0.74,3.5,4.41,20.83,17.28,26-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Oct-2019 - 00:00,177.27,4.93,0.0,233.48,65.26,972.46,101.6,82.54,76.76,108.07,17.38,119.4,1.2,20.82,0.59,2.74,4.02,21.58,20.74,27-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Oct-2019 - 00:00,250.49,3.55,,270.99,61.59,972.35,106.8,31.24,60.42,55.84,12.36,185.73,1.1,21.03,0.95,2.03,3.97,17.19,22.41,28-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Oct-2019 - 00:00,406.02,2.84,,267.28,63.06,972.4,92.55,30.47,65.36,59.6,9.98,286.48,1.39,20.88,0.62,2.9,3.87,11.14,24.69,29-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Oct-2019 - 00:00,385.66,5.93,,262.34,68.66,972.56,60.3,53.18,75.48,83.49,5.29,301.47,4.43,20.65,0.53,3.02,5.82,21.7,31.33,30-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Oct-2019 - 00:00,307.57,5.05,0.0,254.15,63.77,972.41,77.99,64.24,78.29,94.0,6.82,263.51,1.45,21.56,0.66,3.1,5.43,25.33,29.53,31-Oct-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
31-Oct-2019 - 00:00,424.54,11.41,0.0,270.49,65.29,972.46,86.16,95.77,85.14,123.27,6.75,316.89,1.78,20.53,0.58,4.85,8.54,50.93,31.76,01-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Nov-2019 - 00:00,503.3,10.56,0.0,241.32,64.12,972.43,85.42,81.61,94.85,117.0,7.78,397.54,1.57,22.02,0.51,2.8,7.63,49.05,34.3,02-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Nov-2019 - 00:00,325.18,2.06,0.0,246.67,66.7,972.5,63.48,27.94,71.49,60.74,6.24,293.99,1.87,21.35,0.83,2.4,5.73,20.78,40.47,03-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Nov-2019 - 00:00,417.69,1.61,0.0,242.83,71.38,972.64,56.65,18.84,59.7,47.09,6.26,405.35,2.13,20.31,0.82,1.98,5.02,16.38,56.67,04-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Nov-2019 - 00:00,352.12,2.21,0.0,258.21,62.55,972.38,93.64,18.8,49.49,41.2,9.46,199.34,1.71,21.24,1.1,2.6,4.6,16.29,34.82,05-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Nov-2019 - 00:00,292.91,1.23,,249.78,55.64,972.18,106.74,15.97,51.14,40.2,11.88,203.66,1.23,20.83,1.15,3.05,3.51,15.94,25.69,06-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Nov-2019 - 00:00,177.97,2.04,0.01,196.67,56.09,972.19,97.42,63.15,79.83,93.94,6.29,84.62,1.28,20.26,0.74,2.46,2.07,11.02,17.77,07-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Nov-2019 - 00:00,298.25,1.65,0.0,234.42,71.54,972.64,35.25,41.63,73.41,72.98,4.92,184.21,1.74,17.49,0.63,2.26,4.19,20.17,26.01,08-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Nov-2019 - 00:00,200.58,2.92,0.0,250.39,67.07,972.51,94.38,63.16,68.75,88.03,11.16,139.97,1.63,19.52,0.55,3.42,5.13,31.84,26.14,09-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Nov-2019 - 00:00,209.05,1.29,0.0,269.28,56.73,972.21,111.2,16.25,57.01,43.53,10.49,125.67,0.88,20.17,1.23,2.26,3.95,19.84,24.79,10-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Nov-2019 - 00:00,285.51,0.88,0.0,267.54,48.58,972.12,102.31,13.68,66.15,46.34,14.02,189.06,1.27,19.11,0.95,4.78,2.52,11.07,24.44,11-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Nov-2019 - 00:00,347.6,1.09,,282.0,51.62,972.05,94.62,14.68,76.79,52.81,14.97,257.79,1.29,17.41,0.75,4.52,3.79,21.54,26.69,12-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Nov-2019 - 00:00,498.29,1.4,,241.61,57.88,972.24,95.68,30.78,89.81,72.73,18.57,400.08,1.61,16.17,0.72,3.06,4.88,28.78,32.64,13-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Nov-2019 - 00:00,532.65,3.92,,259.12,61.61,972.35,83.63,44.2,102.54,90.54,15.89,389.89,1.94,17.36,0.53,3.78,5.61,44.01,35.82,14-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Nov-2019 - 00:00,564.7,7.11,0.08,240.61,68.73,972.56,63.53,71.89,134.95,130.37,7.14,394.39,2.28,17.38,0.45,3.86,9.27,57.99,41.24,15-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Nov-2019 - 00:00,537.29,8.28,,268.87,63.53,972.41,84.35,44.12,80.45,78.77,10.19,390.59,1.23,19.06,0.84,2.97,5.81,40.06,40.7,16-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
