from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,AT,RH,BP,SR,WS,WD,to date,station
23-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Jan-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
24-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Jan-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
25-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Jan-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
26-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Jan-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
27-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Jan-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
28-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Jan-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
29-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Jan-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
30-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-Jan-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
31-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
01-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
02-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
03-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
04-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
05-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
06-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
07-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
08-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
09-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
10-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
11-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
12-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
13-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
14-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
15-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
16-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
17-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
18-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
19-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
20-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
21-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
22-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
23-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
24-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
25-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
26-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
27-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Feb-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
28-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
01-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
02-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
03-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
04-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
05-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
06-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
07-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
08-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
09-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
10-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
11-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
12-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
13-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
14-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
15-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
16-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
17-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
18-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
19-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
20-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
21-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
22-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
23-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
24-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
25-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
26-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
27-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
28-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
29-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
30-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-Mar-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
31-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
01-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
02-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
03-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
04-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
05-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
06-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
07-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
08-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
09-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
10-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
11-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
12-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
13-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
14-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
15-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
16-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
17-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
18-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
19-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
20-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
21-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
22-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
23-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
24-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
25-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
26-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
27-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
28-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
29-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Apr-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
30-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
01-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
02-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
03-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
04-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
05-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
06-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
07-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
08-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
09-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
10-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
11-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
12-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
13-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
14-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
15-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
16-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
17-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
18-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
19-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
20-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
21-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
22-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
23-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
24-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
25-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
26-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
27-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
28-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
29-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
30-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-May-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
31-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Jun-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
01-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Jun-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
02-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Jun-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
03-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Jun-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
04-Jun-2019 - 00:00,14.32,63.5,15.54,34.5,50.04,9.79,4.75,0.31,11.14,5.8,5.99,19.48,33.79,62.93,,,1.31,300.06,05-Jun-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
05-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Jun-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
06-Jun-2019 - 00:00,14.96,60.31,22.39,39.58,61.98,15.58,5.34,0.38,12.84,4.99,5.97,20.92,32.64,67.76,,,1.06,292.52,07-Jun-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
07-Jun-2019 - 00:00,13.36,59.94,24.88,38.3,63.18,18.68,5.99,0.36,11.05,6.23,6.13,20.11,32.02,71.15,,,0.93,286.43,08-Jun-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
08-Jun-2019 - 00:00,15.54,84.52,23.31,38.45,61.76,11.72,7.6,0.42,11.46,5.39,5.94,19.71,32.31,71.76,,,0.99,284.26,09-Jun-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
09-Jun-2019 - 00:00,15.31,69.01,20.83,23.74,44.57,6.83,7.14,0.3,15.56,3.77,5.72,20.24,32.15,72.13,,,1.16,251.89,10-Jun-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
10-Jun-2019 - 00:00,18.01,61.99,36.85,29.76,66.61,14.53,7.27,0.48,21.38,4.1,5.58,19.09,30.78,75.59,998.56,0.03,1.45,219.21,11-Jun-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
11-Jun-2019 - 00:00,20.04,58.82,52.38,20.5,72.87,15.58,7.25,0.66,36.88,4.25,5.86,19.73,30.19,77.59,996.4,,1.19,205.54,12-Jun-2019 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
