from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,AT,RH,BP,SR,WS,WD,to date,station
23-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Jan-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Jan-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Jan-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Jan-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Jan-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Jan-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Jan-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
30-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-Jan-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
31-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
01-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
02-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
03-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
04-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
05-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
06-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
07-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
08-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
09-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
10-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
11-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
12-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
13-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
14-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
15-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
16-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
17-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
18-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
19-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
20-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
21-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
22-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
23-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Feb-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
01-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
02-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
03-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
04-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
05-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
06-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
07-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
08-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
09-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
10-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
11-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
12-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
13-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
14-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
15-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
16-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
17-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
18-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
19-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
20-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
21-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
22-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
23-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
30-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-Mar-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
31-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
01-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
02-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
03-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
04-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
05-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
06-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
07-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
08-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
09-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
10-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
11-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
12-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
13-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
14-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
15-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
16-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
17-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
18-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
19-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
20-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
21-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
22-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
23-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Apr-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
30-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
01-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
02-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
03-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
04-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
05-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
06-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
07-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
08-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
09-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
10-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
11-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
12-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
13-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
14-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
15-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
16-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
17-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
18-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
19-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
20-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
21-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
22-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
23-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
30-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-May-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
31-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
01-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
02-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
03-Jun-2019 - 00:00,14.91,56.45,7.11,1.51,8.61,2.14,2.93,0.33,15.29,0.71,2.94,5.33,30.74,74.5,,184.58,2.48,258.05,04-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
04-Jun-2019 - 00:00,15.0,64.06,14.64,3.26,17.9,6.16,2.84,0.36,9.18,3.34,6.05,10.02,30.67,73.88,,366.95,1.97,245.24,05-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
05-Jun-2019 - 00:00,19.31,78.26,14.7,3.78,18.49,0.86,3.04,0.35,9.6,2.99,8.43,14.76,30.91,73.96,,431.37,1.56,207.37,06-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
06-Jun-2019 - 00:00,15.79,58.98,10.82,1.98,12.8,1.5,2.96,0.35,9.97,2.01,6.91,12.73,30.77,75.76,,538.47,1.89,215.91,07-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
07-Jun-2019 - 00:00,18.01,69.82,15.32,3.14,18.18,2.22,2.55,0.45,11.6,3.58,7.61,13.93,31.2,74.34,,444.25,1.76,217.71,08-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
08-Jun-2019 - 00:00,21.42,91.01,16.77,2.36,19.12,1.74,2.91,0.47,13.73,3.06,8.45,15.18,31.99,73.38,,446.39,1.57,195.99,09-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
09-Jun-2019 - 00:00,20.66,79.86,11.38,1.55,12.93,1.32,3.07,0.39,13.83,4.54,8.27,14.24,31.45,75.01,,455.51,2.1,237.45,10-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
10-Jun-2019 - 00:00,19.88,62.64,19.95,2.07,22.01,2.01,3.06,0.53,23.37,3.24,6.43,10.63,30.43,73.53,,365.15,2.44,215.97,11-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
11-Jun-2019 - 00:00,23.68,52.47,32.98,3.63,36.6,1.42,3.36,0.63,32.95,4.62,29.22,82.35,28.81,85.12,999.78,367.92,1.39,142.33,12-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
12-Jun-2019 - 00:00,17.03,59.19,19.75,4.31,24.06,2.61,3.39,0.47,14.95,2.16,65.53,208.19,28.33,81.03,999.43,261.17,2.75,188.61,13-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
13-Jun-2019 - 00:00,14.89,71.05,10.49,1.81,12.3,6.06,6.66,0.34,15.39,1.1,27.24,92.33,28.73,80.11,,387.6,3.12,210.46,14-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
14-Jun-2019 - 00:00,16.64,122.48,10.3,1.66,11.95,2.87,13.65,0.28,11.35,1.0,18.0,61.9,28.76,82.78,,398.2,3.42,202.91,15-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
15-Jun-2019 - 00:00,14.12,86.76,10.51,2.19,12.7,1.3,13.54,0.32,9.58,1.21,18.09,57.85,28.54,85.64,,304.67,2.6,209.56,16-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
16-Jun-2019 - 00:00,17.45,276.3,8.63,1.67,10.31,1.25,13.64,0.31,8.49,3.22,30.83,95.68,29.84,80.13,,377.12,2.39,215.73,17-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
17-Jun-2019 - 00:00,18.13,121.14,8.67,1.72,10.39,1.24,13.49,0.32,6.94,3.34,20.47,62.18,29.19,83.18,,380.55,2.44,218.18,18-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
18-Jun-2019 - 00:00,20.1,270.1,14.37,5.03,19.09,1.92,13.66,0.36,6.62,3.31,13.64,37.15,28.07,87.35,,310.87,2.09,205.56,19-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
19-Jun-2019 - 00:00,16.89,985.0,14.29,5.09,19.38,4.36,13.69,0.35,7.18,2.31,9.54,21.94,28.12,88.27,,310.8,1.86,206.53,20-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
20-Jun-2019 - 00:00,22.83,,12.46,11.53,23.99,4.36,13.81,0.36,4.94,1.62,5.18,13.22,29.84,81.31,,411.97,1.76,221.74,21-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
21-Jun-2019 - 00:00,21.23,76.82,13.03,6.82,19.85,11.23,13.66,0.37,4.99,2.95,6.56,9.23,29.86,79.95,,453.67,1.78,219.27,22-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
22-Jun-2019 - 00:00,22.94,99.7,10.28,5.82,16.1,8.25,14.06,0.4,4.24,2.06,17.8,15.82,30.3,76.62,,435.24,1.6,222.94,23-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
23-Jun-2019 - 00:00,24.5,101.51,6.62,3.85,10.48,2.48,14.07,0.4,6.04,2.11,10.04,15.99,30.38,75.91,,327.64,1.46,216.47,24-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-Jun-2019 - 00:00,24.98,74.17,6.74,4.61,11.35,2.64,14.2,0.63,3.03,5.31,9.09,15.13,28.65,82.43,,145.02,1.38,200.23,25-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-Jun-2019 - 00:00,21.02,67.99,6.92,6.72,13.64,2.65,14.09,0.46,3.1,2.67,7.68,11.39,29.18,80.62,,341.07,1.72,218.21,26-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-Jun-2019 - 00:00,16.25,57.73,5.74,5.28,11.02,2.32,13.97,0.41,2.36,2.28,6.7,10.58,29.48,80.4,,363.36,1.9,219.5,27-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-Jun-2019 - 00:00,7.02,25.72,5.99,3.98,9.71,3.37,14.02,0.41,4.06,1.09,6.45,8.55,28.17,86.74,,275.6,1.87,213.3,28-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-Jun-2019 - 00:00,5.4,17.96,4.95,3.13,8.07,5.13,14.15,0.41,6.01,1.21,7.58,10.08,26.1,95.07,,20.3,3.54,196.39,29-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-Jun-2019 - 00:00,10.73,22.56,8.71,6.96,15.67,5.73,14.33,0.52,7.01,2.68,10.62,16.15,24.34,98.88,,72.59,3.31,140.06,30-Jun-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
30-Jun-2019 - 00:00,11.48,20.61,8.43,6.43,14.86,2.99,14.22,0.52,6.81,1.89,10.56,13.96,24.16,99.06,,93.43,5.92,121.3,01-Jul-2019 - 00:00,"Nerul, Navi Mumbai - MPCB"
