from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,MP-Xylene,Eth-Benzene,AT,RH,BP,SR,WS,WD,to date,station
01-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
02-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
03-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
04-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
05-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
06-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
07-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
08-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
09-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
10-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
11-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
12-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
13-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
14-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
15-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
16-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
17-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
18-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
19-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
20-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
21-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
22-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
23-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
24-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
25-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
26-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
27-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
28-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
29-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
30-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-Mar-2019 - 00:00,"Sion, Mumbai - MPCB"
31-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
01-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
02-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
03-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
04-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
05-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
06-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
07-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
08-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
09-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
10-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
11-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
12-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
13-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
14-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
15-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
16-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
17-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
18-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
19-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
20-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
21-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
22-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
23-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
24-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
25-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
26-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
27-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
28-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
29-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Apr-2019 - 00:00,"Sion, Mumbai - MPCB"
30-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-May-2019 - 00:00,"Sion, Mumbai - MPCB"
01-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-May-2019 - 00:00,"Sion, Mumbai - MPCB"
02-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-May-2019 - 00:00,"Sion, Mumbai - MPCB"
03-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-May-2019 - 00:00,"Sion, Mumbai - MPCB"
04-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-May-2019 - 00:00,"Sion, Mumbai - MPCB"
05-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-May-2019 - 00:00,"Sion, Mumbai - MPCB"
06-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-May-2019 - 00:00,"Sion, Mumbai - MPCB"
07-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-May-2019 - 00:00,"Sion, Mumbai - MPCB"
08-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-May-2019 - 00:00,"Sion, Mumbai - MPCB"
09-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-May-2019 - 00:00,"Sion, Mumbai - MPCB"
10-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-May-2019 - 00:00,"Sion, Mumbai - MPCB"
11-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-May-2019 - 00:00,"Sion, Mumbai - MPCB"
12-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-May-2019 - 00:00,"Sion, Mumbai - MPCB"
13-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-May-2019 - 00:00,"Sion, Mumbai - MPCB"
14-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-May-2019 - 00:00,"Sion, Mumbai - MPCB"
15-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-May-2019 - 00:00,"Sion, Mumbai - MPCB"
16-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-May-2019 - 00:00,"Sion, Mumbai - MPCB"
17-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-May-2019 - 00:00,"Sion, Mumbai - MPCB"
18-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-May-2019 - 00:00,"Sion, Mumbai - MPCB"
19-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-May-2019 - 00:00,"Sion, Mumbai - MPCB"
20-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-May-2019 - 00:00,"Sion, Mumbai - MPCB"
21-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-May-2019 - 00:00,"Sion, Mumbai - MPCB"
22-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-May-2019 - 00:00,"Sion, Mumbai - MPCB"
23-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-May-2019 - 00:00,"Sion, Mumbai - MPCB"
24-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-May-2019 - 00:00,"Sion, Mumbai - MPCB"
25-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-May-2019 - 00:00,"Sion, Mumbai - MPCB"
26-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-May-2019 - 00:00,"Sion, Mumbai - MPCB"
27-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-May-2019 - 00:00,"Sion, Mumbai - MPCB"
28-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-May-2019 - 00:00,"Sion, Mumbai - MPCB"
29-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-May-2019 - 00:00,"Sion, Mumbai - MPCB"
30-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-May-2019 - 00:00,"Sion, Mumbai - MPCB"
31-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
01-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
02-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
03-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
04-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
05-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
06-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
07-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
08-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
09-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
10-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
11-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
12-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
13-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
14-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
15-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
16-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,17-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
17-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
18-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
19-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
20-Jun-2019 - 00:00,19.99,76.87,22.75,7.73,30.49,22.36,12.25,0.14,18.23,5.63,13.47,18.35,30.31,77.83,,391.61,2.92,273.73,21-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
21-Jun-2019 - 00:00,21.79,90.04,21.92,27.39,49.32,19.24,12.52,0.2,11.91,4.32,14.82,25.27,29.94,78.52,,427.03,2.43,243.77,22-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
22-Jun-2019 - 00:00,23.24,86.32,25.93,13.63,39.57,15.79,12.32,0.13,15.71,4.81,11.96,19.54,30.01,76.84,,381.64,2.76,286.59,23-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
23-Jun-2019 - 00:00,23.83,89.57,24.53,10.56,35.09,13.48,12.31,0.12,17.1,3.07,11.49,15.95,30.16,75.76,,355.3,2.79,292.11,24-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
24-Jun-2019 - 00:00,25.34,79.72,34.38,16.19,50.57,19.22,12.46,0.22,10.93,4.44,14.76,16.18,29.07,80.19,,125.43,1.8,212.08,25-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
25-Jun-2019 - 00:00,20.89,53.93,27.32,9.78,37.11,27.87,12.36,0.16,18.23,8.07,12.08,20.83,29.15,81.0,,346.66,2.28,224.56,26-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
26-Jun-2019 - 00:00,19.69,49.6,24.55,16.36,40.91,19.27,12.47,0.16,13.48,6.19,12.84,18.46,29.37,80.65,,335.67,2.27,202.33,27-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
27-Jun-2019 - 00:00,14.28,29.39,28.56,28.86,57.42,31.6,12.74,0.24,14.08,7.28,13.15,14.32,28.13,88.06,,323.36,2.67,210.0,28-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
28-Jun-2019 - 00:00,10.75,25.07,26.3,13.55,39.85,15.5,12.5,0.16,17.84,4.85,13.38,13.06,26.54,93.13,,32.74,3.65,257.23,29-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
29-Jun-2019 - 00:00,18.02,37.17,42.73,17.96,60.68,19.42,12.58,0.25,20.83,5.41,13.86,13.29,25.77,93.85,,91.26,3.01,242.4,30-Jun-2019 - 00:00,"Sion, Mumbai - MPCB"
30-Jun-2019 - 00:00,19.09,38.35,40.81,21.26,62.07,17.6,12.72,0.29,12.38,5.69,16.23,12.01,25.51,98.31,,84.02,1.88,186.02,01-Jul-2019 - 00:00,"Sion, Mumbai - MPCB"
01-Jul-2019 - 00:00,12.61,24.43,44.84,20.03,64.88,20.62,12.73,0.22,17.03,4.14,14.88,12.57,24.93,99.26,,79.26,2.68,220.16,02-Jul-2019 - 00:00,"Sion, Mumbai - MPCB"
02-Jul-2019 - 00:00,23.32,30.08,55.01,28.45,83.45,58.75,12.87,0.31,11.38,5.53,17.26,15.5,24.93,99.14,,148.71,3.64,190.61,03-Jul-2019 - 00:00,"Sion, Mumbai - MPCB"
03-Jul-2019 - 00:00,16.77,35.93,43.56,40.83,84.38,47.52,13.11,0.3,8.57,9.24,17.79,12.49,26.37,95.27,,211.72,1.55,169.83,04-Jul-2019 - 00:00,"Sion, Mumbai - MPCB"
04-Jul-2019 - 00:00,22.98,55.2,36.01,43.04,79.05,28.62,13.53,0.53,5.47,6.93,16.34,12.45,26.63,97.29,,154.02,1.5,192.22,05-Jul-2019 - 00:00,"Sion, Mumbai - MPCB"
05-Jul-2019 - 00:00,17.91,50.3,31.56,17.23,48.78,32.33,12.83,0.19,10.36,5.03,15.17,10.47,27.03,94.96,,126.71,2.38,248.02,06-Jul-2019 - 00:00,"Sion, Mumbai - MPCB"
06-Jul-2019 - 00:00,13.7,47.05,22.9,8.49,31.39,18.79,12.68,0.09,16.06,2.44,12.64,10.34,27.25,93.98,,104.96,3.27,254.86,07-Jul-2019 - 00:00,"Sion, Mumbai - MPCB"
07-Jul-2019 - 00:00,15.38,60.16,15.85,4.14,19.99,15.68,12.42,0.09,17.52,1.89,10.06,7.56,29.13,86.71,,176.98,3.7,261.57,08-Jul-2019 - 00:00,"Sion, Mumbai - MPCB"
08-Jul-2019 - 00:00,12.44,41.12,25.01,8.12,33.14,10.93,13.03,0.12,14.23,2.72,11.45,7.99,27.28,94.07,,26.29,2.56,241.78,09-Jul-2019 - 00:00,"Sion, Mumbai - MPCB"
09-Jul-2019 - 00:00,11.99,42.1,22.05,6.36,28.41,11.06,14.74,0.1,12.82,1.87,11.47,8.98,28.36,89.39,,263.6,2.56,230.98,10-Jul-2019 - 00:00,"Sion, Mumbai - MPCB"
10-Jul-2019 - 00:00,11.17,27.08,21.86,32.77,50.86,14.37,14.99,0.17,10.12,4.2,11.65,8.96,26.55,94.57,,105.3,2.76,242.74,11-Jul-2019 - 00:00,"Sion, Mumbai - MPCB"
11-Jul-2019 - 00:00,11.99,44.82,26.08,45.07,56.47,20.35,14.74,0.09,9.78,3.1,10.41,6.3,28.6,88.55,,266.37,3.15,248.69,12-Jul-2019 - 00:00,"Sion, Mumbai - MPCB"
12-Jul-2019 - 00:00,13.09,41.98,23.51,11.35,34.86,11.76,14.7,0.13,9.41,2.38,11.22,10.31,28.57,87.33,,360.05,2.45,227.77,13-Jul-2019 - 00:00,"Sion, Mumbai - MPCB"
13-Jul-2019 - 00:00,13.62,42.31,24.52,12.38,36.9,9.78,14.71,0.13,7.95,1.7,6.33,6.0,27.73,92.06,,170.49,2.28,248.0,14-Jul-2019 - 00:00,"Sion, Mumbai - MPCB"
14-Jul-2019 - 00:00,12.54,40.7,18.99,8.77,27.77,9.28,14.64,0.1,12.76,1.56,5.01,4.47,28.8,86.45,,297.59,3.11,273.07,15-Jul-2019 - 00:00,"Sion, Mumbai - MPCB"
