from date,NO,NO2,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,Temp,WD,WS,BP,SR,RF,to date,station
22-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,23-Jul-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,24-Jul-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,25-Jul-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Jul-2018 - 00:00,2.14,26.22,15.68,34.06,6.29,0.41,22.38,39.43,69.1,0.38,5.93,24.21,29.8,149.63,1.71,739.1,8.9,0.0,26-Jul-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Jul-2018 - 00:00,2.7,14.8,10.06,27.13,4.2,0.45,19.1,19.48,34.95,0.34,4.72,24.02,30.42,158.14,2.01,739.28,38.71,0.0,27-Jul-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Jul-2018 - 00:00,3.7,11.92,9.35,12.71,2.63,0.43,19.25,751.44,13.8,0.22,5.25,22.86,30.44,86.19,2.36,739.0,24.83,0.0,28-Jul-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Jul-2018 - 00:00,2.76,10.38,7.76,13.04,3.53,0.33,24.47,759.6,23.01,0.41,2.89,24.38,29.75,151.77,3.57,739.37,90.31,0.0,29-Jul-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Jul-2018 - 00:00,1.84,16.74,10.39,45.64,5.12,0.55,15.7,38.38,75.5,0.35,10.25,23.36,29.2,199.25,0.3,740.0,7.0,0.0,30-Jul-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Jul-2018 - 00:00,5.75,23.16,16.6,73.71,2.87,1.37,22.83,121.21,170.63,0.38,7.26,29.17,29.9,254.52,1.79,739.25,121.12,0.0,31-Jul-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
31-Jul-2018 - 00:00,3.14,15.6,10.85,59.83,3.46,0.63,23.66,43.17,173.66,0.23,4.24,28.01,29.21,239.65,2.91,739.28,76.76,1.34,01-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Aug-2018 - 00:00,8.04,15.19,14.62,56.66,4.79,1.08,30.09,51.07,243.71,0.19,3.34,28.65,29.16,286.94,2.83,739.49,129.21,0.0,02-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Aug-2018 - 00:00,3.23,15.26,10.63,64.57,7.47,1.2,22.58,94.53,325.92,0.1,1.6,29.3,29.4,294.52,3.04,739.8,128.01,0.0,03-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Aug-2018 - 00:00,2.51,13.84,9.4,51.31,3.63,1.08,20.9,57.0,314.26,0.22,3.66,28.71,29.38,296.82,3.15,740.0,96.27,0.0,04-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-Aug-2018 - 00:00,3.12,16.18,11.15,47.11,6.61,1.2,23.47,65.21,294.31,0.26,3.96,28.71,29.47,288.23,2.28,739.94,113.02,0.0,05-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Aug-2018 - 00:00,2.27,13.86,9.21,41.39,5.13,1.19,19.18,55.24,245.41,0.23,4.25,26.62,29.16,248.11,3.86,739.8,66.77,0.0,06-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Aug-2018 - 00:00,2.92,10.77,8.11,28.19,2.64,1.17,16.43,524.0,91.14,0.67,2.76,23.68,29.34,121.04,2.31,739.9,50.88,0.0,07-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Aug-2018 - 00:00,2.99,10.27,7.9,19.31,5.96,1.22,24.16,460.54,74.72,0.29,2.51,26.01,29.74,96.89,2.08,739.99,102.35,0.0,08-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Aug-2018 - 00:00,1.8,8.48,5.97,20.99,4.59,1.11,26.5,14.01,34.62,0.24,2.43,26.46,30.65,121.92,3.32,740.0,103.36,0.0,09-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Aug-2018 - 00:00,2.13,11.03,7.61,23.36,9.22,1.15,28.47,23.23,58.82,0.25,2.47,28.44,30.97,132.21,3.36,740.0,133.26,0.0,10-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Aug-2018 - 00:00,2.64,19.36,12.45,38.02,7.63,1.3,42.96,54.2,129.68,0.55,6.62,29.79,30.93,189.04,1.52,740.0,114.43,0.0,11-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Aug-2018 - 00:00,2.33,17.03,10.95,35.4,4.13,1.09,27.33,42.51,114.07,0.32,5.21,29.27,30.72,231.19,2.77,739.54,119.62,0.0,12-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Aug-2018 - 00:00,2.02,13.64,8.9,20.4,5.63,1.03,27.42,23.4,74.24,0.18,3.8,26.61,30.37,224.15,2.39,739.0,74.25,0.0,13-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-Aug-2018 - 00:00,3.89,15.57,11.45,20.64,5.8,1.09,22.07,29.24,100.24,0.76,3.14,27.45,30.47,142.08,1.81,739.49,92.76,0.0,14-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
14-Aug-2018 - 00:00,2.46,8.04,6.23,14.52,9.61,1.24,29.86,44.5,128.0,0.46,2.81,28.2,31.26,113.38,2.22,739.72,123.47,0.0,15-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-Aug-2018 - 00:00,,,,,6.19,1.21,32.37,55.94,127.84,0.8,3.7,27.66,31.22,152.82,2.57,739.98,104.17,0.41,16-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-Aug-2018 - 00:00,2.51,13.03,9.0,25.05,3.97,1.13,23.56,23.91,68.8,0.35,2.58,27.71,31.19,132.97,2.01,740.0,104.25,0.0,17-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-Aug-2018 - 00:00,2.77,12.71,9.01,24.64,6.97,1.08,19.78,76.23,52.98,0.31,2.18,26.85,31.31,118.01,3.28,739.87,75.02,0.0,18-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-Aug-2018 - 00:00,3.35,13.34,9.81,20.95,5.56,1.18,28.54,25.38,64.55,0.25,2.59,26.6,30.63,144.05,2.9,739.71,80.97,0.0,19-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-Aug-2018 - 00:00,2.26,14.98,9.8,21.78,5.93,1.32,21.93,38.53,67.41,0.39,4.19,25.45,30.48,210.95,1.08,739.69,46.26,0.0,20-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-Aug-2018 - 00:00,5.52,21.31,15.83,29.14,7.25,1.48,29.46,59.99,111.09,0.73,8.66,27.85,30.73,180.54,1.91,739.99,98.45,0.0,21-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-Aug-2018 - 00:00,3.07,15.8,10.89,16.4,9.98,1.18,27.79,24.84,68.3,0.38,2.53,27.91,30.71,134.58,2.45,740.0,122.83,0.0,22-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Aug-2018 - 00:00,2.5,13.19,9.05,20.22,7.44,1.15,23.94,22.6,60.09,0.35,3.22,27.11,31.05,139.75,2.32,739.99,68.14,0.0,23-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Aug-2018 - 00:00,1.69,10.2,6.77,16.39,3.64,1.1,18.87,18.72,45.88,0.21,2.7,25.53,29.82,240.54,2.89,740.0,76.25,0.0,24-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Aug-2018 - 00:00,0.97,9.61,5.89,25.88,4.47,1.06,14.4,18.74,84.75,0.21,4.76,27.36,28.95,299.91,2.37,740.0,97.43,0.0,25-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Aug-2018 - 00:00,1.27,9.63,6.07,23.89,4.49,1.0,15.44,16.13,78.56,0.18,3.15,26.93,29.97,295.35,3.23,739.77,77.26,0.0,26-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Aug-2018 - 00:00,0.71,11.02,6.41,22.44,3.62,1.02,22.0,19.97,67.78,0.19,2.55,26.97,31.31,214.98,2.63,739.69,116.58,0.0,27-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Aug-2018 - 00:00,0.94,10.47,6.31,16.76,2.64,1.23,19.34,19.07,54.36,0.38,2.25,26.71,31.43,147.7,1.34,740.0,86.93,0.0,28-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Aug-2018 - 00:00,0.83,9.88,5.89,12.27,3.9,1.22,22.21,13.73,25.8,0.34,2.34,24.25,31.45,129.7,2.54,740.0,57.17,0.08,29-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Aug-2018 - 00:00,0.81,10.51,6.24,8.63,3.83,1.21,20.31,17.53,36.35,0.4,2.94,25.22,30.86,143.27,2.54,740.0,87.82,0.0,30-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Aug-2018 - 00:00,2.85,15.5,10.51,16.87,4.13,1.35,24.51,31.65,80.88,0.42,4.2,27.51,30.5,262.5,1.43,740.0,102.86,0.0,31-Aug-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
31-Aug-2018 - 00:00,1.12,19.56,11.32,20.91,5.14,1.34,19.85,47.5,158.33,0.43,4.63,27.37,30.65,205.21,1.87,740.0,93.16,0.0,01-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Sep-2018 - 00:00,1.6,14.35,8.89,15.06,3.42,1.26,18.55,31.8,73.11,0.36,2.8,24.35,30.71,172.9,1.91,740.0,43.51,0.0,02-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Sep-2018 - 00:00,0.81,10.9,6.44,14.97,3.37,1.32,17.96,31.02,61.39,0.35,1.94,23.1,30.31,149.09,1.48,740.0,34.78,0.0,03-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Sep-2018 - 00:00,0.84,10.78,6.37,9.11,3.91,1.26,16.54,20.27,39.2,0.29,1.81,23.12,30.6,132.27,1.22,740.0,37.3,0.0,04-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-Sep-2018 - 00:00,1.27,10.69,6.66,9.33,5.04,1.34,24.66,40.81,72.47,0.43,2.85,25.1,30.59,177.6,0.91,740.0,74.15,0.0,05-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Sep-2018 - 00:00,0.65,9.45,5.48,9.64,5.87,1.3,20.55,34.92,79.54,0.35,5.77,25.12,30.9,287.75,1.94,740.0,85.8,0.0,06-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Sep-2018 - 00:00,3.13,9.01,6.5,12.63,2.76,1.3,22.65,36.38,108.78,0.39,7.21,25.95,28.64,244.75,1.96,740.0,106.76,0.0,07-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Sep-2018 - 00:00,2.83,14.68,9.11,11.79,3.39,1.22,21.92,24.42,60.36,0.33,5.14,24.13,27.92,182.76,1.39,740.0,80.17,0.0,08-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Sep-2018 - 00:00,2.7,8.0,5.45,12.73,2.13,1.04,18.19,19.49,49.8,0.25,1.75,24.65,29.62,102.78,3.09,740.0,71.57,0.0,09-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Sep-2018 - 00:00,1.75,6.65,3.96,7.7,4.49,0.98,21.12,,30.71,0.17,1.78,24.75,31.63,134.89,3.9,740.0,110.95,0.0,10-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Sep-2018 - 00:00,2.79,12.53,7.93,12.76,8.31,1.13,31.92,51.12,92.82,0.43,5.07,26.09,31.63,166.78,1.29,740.28,113.84,0.0,11-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Sep-2018 - 00:00,2.2,7.93,5.01,12.97,4.01,1.14,22.19,24.31,64.59,0.26,5.53,26.85,31.63,284.94,2.09,740.23,115.17,0.0,12-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Sep-2018 - 00:00,2.19,7.11,4.56,12.31,4.12,1.02,23.81,25.39,86.7,0.18,2.82,25.88,31.84,276.44,3.59,740.0,113.48,0.0,13-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-Sep-2018 - 00:00,3.9,6.24,5.49,15.17,2.95,1.04,20.31,20.91,99.19,0.15,3.99,25.73,31.51,295.33,3.18,740.0,122.7,0.0,14-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
14-Sep-2018 - 00:00,2.14,7.05,4.48,14.09,4.79,1.03,21.63,28.69,109.21,0.19,3.79,25.67,30.61,274.83,2.4,740.15,125.01,0.0,15-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-Sep-2018 - 00:00,2.38,7.81,5.09,9.95,2.45,1.11,21.1,35.42,118.96,0.23,3.33,26.02,30.64,252.15,2.46,740.34,126.9,0.0,16-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-Sep-2018 - 00:00,1.77,6.59,3.95,6.95,7.57,1.13,26.22,37.9,122.29,0.23,2.92,25.72,30.61,208.19,3.14,740.19,120.34,0.0,17-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-Sep-2018 - 00:00,2.48,8.36,5.47,11.86,7.08,1.21,31.26,51.01,163.36,0.36,3.46,25.65,30.7,208.93,2.65,740.0,114.11,0.0,18-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-Sep-2018 - 00:00,1.56,7.99,4.69,11.32,4.4,1.28,32.64,51.42,171.57,0.35,2.74,25.36,30.65,202.6,2.43,740.12,116.22,0.0,19-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-Sep-2018 - 00:00,1.71,9.76,6.02,17.89,2.06,1.23,34.36,65.18,182.06,0.55,5.85,25.22,30.78,226.74,2.19,740.12,124.58,0.0,20-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-Sep-2018 - 00:00,8.22,12.09,12.11,17.76,1.1,1.36,37.8,83.05,226.27,0.56,7.17,26.73,30.65,198.69,1.14,740.17,116.39,0.0,21-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-Sep-2018 - 00:00,1.77,7.39,4.37,13.28,,1.14,21.86,40.7,86.05,0.36,2.12,24.21,30.75,162.85,3.8,740.53,99.79,0.11,22-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Sep-2018 - 00:00,1.72,4.2,2.63,10.79,1.64,1.04,21.11,15.4,24.94,0.17,2.02,21.65,30.73,127.28,3.95,740.52,33.35,0.0,23-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Sep-2018 - 00:00,1.31,3.17,1.75,7.01,1.05,1.02,29.96,25.92,34.86,0.16,1.43,22.14,30.69,164.93,7.01,740.35,40.96,0.0,24-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Sep-2018 - 00:00,1.66,4.68,2.85,6.95,0.2,1.07,24.06,16.2,17.41,0.17,1.49,21.1,28.97,165.68,4.81,740.0,34.56,0.0,25-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Sep-2018 - 00:00,1.54,3.99,2.37,7.23,,1.07,20.42,17.68,31.44,0.2,1.85,20.4,28.45,198.95,1.68,740.21,43.14,0.0,26-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Sep-2018 - 00:00,1.76,6.36,3.81,9.03,,1.17,21.78,34.18,80.59,0.3,2.52,23.01,29.78,252.38,2.11,740.27,112.64,0.0,27-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Sep-2018 - 00:00,14.04,10.51,16.0,11.36,0.65,1.45,24.57,66.39,180.03,0.54,6.41,24.28,29.75,237.64,1.2,740.46,102.35,0.0,28-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Sep-2018 - 00:00,24.2,13.87,26.05,14.72,,1.5,31.5,82.14,211.75,0.63,12.16,25.56,29.57,252.25,0.75,740.64,106.8,0.0,29-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Sep-2018 - 00:00,5.8,10.87,9.5,19.43,1.11,1.29,33.58,80.92,181.67,0.48,5.88,25.48,29.53,174.81,1.35,740.79,104.79,0.0,30-Sep-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Sep-2018 - 00:00,2.84,9.92,6.58,21.81,5.44,1.23,51.98,47.46,95.7,0.24,2.36,23.97,29.58,253.72,2.84,740.56,114.32,0.0,01-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Oct-2018 - 00:00,3.47,20.74,13.04,29.17,9.51,1.41,52.09,67.81,136.73,1.03,8.33,22.75,29.87,264.96,1.95,740.46,123.21,0.0,02-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,03-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Oct-2018 - 00:00,8.32,31.11,23.31,29.83,13.27,1.66,34.49,98.12,278.15,3.2,2.39,27.57,29.9,46.69,0.58,740.65,38.85,0.0,04-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-Oct-2018 - 00:00,4.76,24.9,17.12,33.13,13.81,1.45,35.58,96.98,234.4,2.5,2.25,25.62,30.19,71.92,1.38,740.98,99.15,0.0,05-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Oct-2018 - 00:00,5.61,24.01,17.34,32.53,19.66,1.46,40.93,114.54,240.03,2.01,1.63,25.31,30.23,81.86,1.33,741.0,122.09,0.0,06-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Oct-2018 - 00:00,2.3,20.99,13.03,27.67,12.05,1.3,29.97,77.5,162.68,1.33,3.8,23.06,29.82,66.02,1.55,741.0,86.1,0.0,07-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Oct-2018 - 00:00,3.22,26.43,16.68,28.93,13.14,1.32,32.59,89.65,212.71,1.45,2.04,23.07,28.84,67.83,1.3,741.0,100.6,0.0,08-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Oct-2018 - 00:00,8.2,28.15,21.64,30.48,12.0,1.53,12.18,131.14,267.9,2.24,1.62,23.36,28.58,65.82,1.0,740.58,98.73,0.0,09-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Oct-2018 - 00:00,3.06,25.53,16.07,24.79,9.68,1.56,47.19,107.13,238.1,2.21,1.42,23.53,29.16,67.19,3.34,740.31,100.22,0.0,10-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Oct-2018 - 00:00,2.19,18.78,11.77,22.06,9.81,1.44,45.83,99.71,199.41,2.01,1.2,23.72,29.66,64.91,3.95,740.41,94.65,0.0,11-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Oct-2018 - 00:00,3.23,20.02,13.26,16.82,6.27,1.12,32.58,72.83,177.98,1.46,1.15,20.21,30.29,58.44,4.22,740.81,71.87,0.0,12-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Oct-2018 - 00:00,5.82,23.99,17.49,17.44,10.21,1.35,33.14,65.57,161.58,1.54,1.61,20.53,30.59,71.11,1.23,741.0,94.93,0.0,13-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-Oct-2018 - 00:00,6.75,25.53,19.07,29.74,18.54,1.58,46.12,164.27,263.53,1.86,2.43,20.09,30.6,67.35,1.65,741.0,88.24,0.0,14-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
14-Oct-2018 - 00:00,2.01,22.02,13.35,22.12,7.75,1.31,44.98,101.71,191.16,1.23,2.69,20.08,30.77,70.44,2.4,741.0,91.44,0.0,15-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-Oct-2018 - 00:00,16.96,34.84,32.32,28.24,10.59,1.75,39.55,150.64,294.18,2.65,2.83,20.76,30.69,66.69,1.28,741.0,85.25,0.0,16-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-Oct-2018 - 00:00,13.79,41.33,33.19,32.39,18.57,1.78,60.36,163.09,321.79,3.76,2.57,22.09,30.2,59.38,1.37,741.0,73.46,0.0,17-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-Oct-2018 - 00:00,23.54,32.93,36.65,30.94,13.0,1.7,49.92,148.75,296.1,3.71,2.72,22.62,30.34,63.36,1.61,741.0,82.17,0.0,18-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-Oct-2018 - 00:00,5.35,31.07,20.88,31.34,12.38,2.02,44.7,137.54,244.93,2.57,1.53,22.02,29.41,59.83,2.19,740.82,80.79,0.0,19-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-Oct-2018 - 00:00,5.73,26.75,18.88,30.27,14.08,1.76,42.25,145.99,259.61,2.6,1.35,21.61,28.4,54.47,1.38,741.0,76.22,0.0,20-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-Oct-2018 - 00:00,3.79,31.49,19.83,32.44,13.16,1.58,43.45,179.22,310.96,2.28,1.43,21.09,30.85,64.69,0.83,741.0,81.96,0.0,21-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-Oct-2018 - 00:00,2.41,31.28,18.6,28.41,16.33,1.52,39.54,136.99,230.07,2.0,1.6,20.23,32.34,66.08,1.51,741.0,67.7,0.0,22-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Oct-2018 - 00:00,2.96,29.63,18.16,26.54,10.26,1.49,44.08,134.43,241.6,1.74,2.64,18.56,31.7,69.48,1.89,741.0,83.02,0.0,23-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Oct-2018 - 00:00,23.64,39.19,40.07,29.98,14.3,1.88,42.87,153.99,269.84,2.39,3.52,19.46,30.78,65.69,1.16,741.0,81.05,0.0,24-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Oct-2018 - 00:00,29.42,44.53,47.61,35.87,12.11,1.97,37.54,176.89,295.34,3.66,3.04,19.86,30.72,65.94,0.78,741.0,76.32,0.0,25-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Oct-2018 - 00:00,27.16,38.83,42.73,35.84,19.09,1.84,40.84,210.47,278.87,4.26,1.67,18.8,32.48,72.27,1.11,741.0,78.5,0.0,26-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Oct-2018 - 00:00,32.44,40.3,47.81,38.66,13.77,2.32,32.82,184.2,308.54,4.41,1.96,17.85,32.26,65.76,0.58,741.17,62.44,0.0,27-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Oct-2018 - 00:00,40.77,42.68,55.85,45.42,13.48,2.03,39.06,226.42,343.75,3.46,6.59,18.34,32.16,64.73,0.75,741.17,64.89,0.0,28-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Oct-2018 - 00:00,23.21,41.38,40.88,40.54,12.44,2.18,42.83,226.04,326.36,3.42,4.67,18.52,32.91,71.79,1.33,741.11,77.99,0.0,29-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Oct-2018 - 00:00,63.89,47.59,77.27,40.82,15.36,2.6,28.44,260.61,384.26,4.29,2.61,17.02,29.9,54.33,0.61,741.09,54.1,0.0,30-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Oct-2018 - 00:00,34.05,42.84,50.47,38.75,11.13,2.47,36.89,247.34,368.0,3.68,4.83,18.89,27.96,48.64,0.75,741.0,66.48,0.0,31-Oct-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
31-Oct-2018 - 00:00,28.75,42.7,46.08,44.71,10.24,2.03,27.27,218.5,327.49,3.84,1.64,18.67,28.34,50.65,1.11,741.08,66.62,0.0,01-Nov-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Nov-2018 - 00:00,19.37,42.55,38.39,53.75,17.94,1.51,32.02,231.12,322.48,3.63,1.37,18.31,29.18,49.93,1.51,741.0,58.88,0.0,02-Nov-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Nov-2018 - 00:00,1.86,34.71,19.93,44.56,16.58,1.49,37.87,174.98,272.69,2.79,1.12,18.67,29.01,50.81,2.88,741.0,64.28,0.0,03-Nov-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Nov-2018 - 00:00,0.87,23.15,13.0,38.53,16.5,0.82,37.76,155.73,248.01,2.16,1.05,18.17,28.93,46.65,4.45,741.0,48.29,0.0,04-Nov-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-Nov-2018 - 00:00,0.83,22.01,12.28,30.06,14.2,0.82,40.82,113.77,164.56,1.04,0.74,17.55,28.8,53.78,2.89,741.0,72.61,0.0,05-Nov-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Nov-2018 - 00:00,2.19,41.01,23.6,59.5,12.44,2.29,26.35,466.4,546.92,2.89,1.93,14.92,29.74,50.69,2.07,741.0,54.99,0.0,06-Nov-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Nov-2018 - 00:00,0.76,30.0,16.57,36.66,11.14,0.92,35.46,205.77,305.92,1.54,0.96,15.83,30.52,64.64,3.89,741.0,81.45,0.0,07-Nov-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Nov-2018 - 00:00,1.49,29.17,16.73,36.14,11.5,1.01,36.42,200.36,304.81,1.55,0.89,14.85,30.39,61.76,2.31,741.0,77.28,0.0,08-Nov-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Nov-2018 - 00:00,7.53,34.16,24.29,48.36,14.48,1.64,26.32,264.01,354.89,2.81,1.42,13.61,30.99,55.15,0.46,741.0,57.39,0.0,09-Nov-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Nov-2018 - 00:00,8.21,41.73,28.88,50.05,9.38,1.65,30.86,255.28,331.75,3.0,1.58,15.3,30.48,59.21,0.49,741.0,69.34,0.0,10-Nov-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Nov-2018 - 00:00,20.12,46.02,40.83,46.4,12.08,1.64,32.88,239.58,329.44,3.03,1.8,15.13,29.02,48.1,0.88,741.0,55.71,0.0,11-Nov-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Nov-2018 - 00:00,9.46,45.97,32.15,47.63,17.65,2.15,42.84,335.49,433.15,3.78,1.44,16.16,27.23,43.15,1.0,741.0,58.92,0.0,12-Nov-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Nov-2018 - 00:00,3.75,50.75,30.04,44.76,22.97,2.13,33.14,345.85,470.44,4.08,1.62,16.99,27.38,43.75,1.34,741.0,61.09,0.0,13-Nov-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-Nov-2018 - 00:00,2.68,49.7,28.61,45.58,21.17,1.88,21.33,281.18,399.72,4.19,2.04,16.92,27.77,41.44,1.83,740.72,46.81,0.0,14-Nov-2018 - 00:00,"New Collectorate, Baghpat - UPPCB"
