from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,WS,WD,RH,BP,RF,SR,to date,station
22-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,23-Feb-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,24-Feb-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,25-Feb-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,26-Feb-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,27-Feb-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,28-Feb-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,01-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,02-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,03-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,04-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,05-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,06-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,07-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,08-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,09-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,10-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,11-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,12-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,13-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,14-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,15-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,16-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,17-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,18-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,19-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,20-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,21-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,22-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,23-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,24-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,25-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,26-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,27-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,28-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,29-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,30-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,31-Mar-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
31-Mar-2018 - 00:00,,,,,,,,,,,,,,,,,,,01-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,02-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,03-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,04-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,05-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,06-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,07-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,08-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,09-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,10-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,11-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,12-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,13-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,14-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,15-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,16-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,17-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,18-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,19-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,20-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,21-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,22-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,23-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,24-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,25-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,26-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,27-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,28-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,29-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,30-Apr-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,01-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,02-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,03-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,04-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,05-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,06-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,07-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,08-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,09-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,10-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,11-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,12-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,13-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,14-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,15-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,16-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,17-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,18-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,19-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,20-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,21-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,22-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,23-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,24-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,25-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-May-2018 - 00:00,74.11,26.92,59.44,23.52,23.04,1.12,45.06,63.17,203.0,1.3,32.9,42.74,2.58,306.25,23.4,740.54,0.0,158.31,26-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-May-2018 - 00:00,79.92,21.06,59.5,35.17,32.07,1.06,39.7,75.62,210.83,1.85,25.4,39.95,2.09,251.59,26.05,740.41,0.0,144.51,27-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-May-2018 - 00:00,44.55,2.14,25.32,31.3,37.98,0.95,45.26,106.52,278.21,2.14,14.16,39.82,2.34,239.67,27.14,740.33,0.0,139.03,28-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-May-2018 - 00:00,80.63,34.53,69.86,44.84,27.29,1.61,14.39,170.57,309.07,2.5,25.27,33.9,0.81,214.72,34.78,740.0,0.0,17.87,29-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-May-2018 - 00:00,39.23,3.2,23.41,44.86,24.48,1.49,42.11,102.58,270.46,2.16,21.31,39.0,3.24,154.39,35.47,740.0,0.0,137.05,30-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-May-2018 - 00:00,24.01,1.18,13.7,33.05,16.78,1.03,39.73,48.71,230.42,0.8,15.37,36.19,4.78,152.35,39.92,740.15,0.0,119.22,31-May-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
31-May-2018 - 00:00,28.79,1.93,16.83,35.09,16.98,0.79,35.38,91.41,211.1,1.32,16.01,38.23,3.26,91.55,38.8,740.55,0.0,135.5,01-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Jun-2018 - 00:00,20.66,1.44,12.04,40.11,14.55,0.83,41.45,61.81,237.73,0.75,13.66,36.12,5.25,93.52,43.7,740.81,0.0,137.36,02-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Jun-2018 - 00:00,20.59,1.07,11.66,29.26,10.98,0.74,42.92,38.32,128.34,0.69,13.45,33.34,4.09,121.28,43.02,740.79,0.0,132.1,03-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Jun-2018 - 00:00,16.73,0.54,9.29,37.47,10.01,0.91,40.5,48.38,129.76,0.73,13.26,35.37,3.86,107.76,45.6,740.36,0.0,134.96,04-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Jun-2018 - 00:00,18.15,0.73,10.22,35.32,15.16,0.82,39.79,54.93,183.18,0.83,11.23,38.12,5.27,106.72,42.4,740.27,0.0,129.1,05-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Jun-2018 - 00:00,17.33,1.21,10.01,46.38,9.12,0.75,28.85,45.38,141.8,0.66,8.66,38.47,4.62,81.14,41.69,740.71,0.0,126.9,06-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Jun-2018 - 00:00,21.2,1.11,12.12,31.48,16.98,0.8,29.02,49.95,149.76,0.81,10.14,35.28,3.6,177.16,48.38,740.78,0.0,95.28,07-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Jun-2018 - 00:00,22.14,0.72,12.36,33.94,15.74,0.82,39.01,62.48,149.53,1.12,11.61,37.86,2.38,94.47,44.51,740.28,0.0,135.36,08-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Jun-2018 - 00:00,18.91,0.91,10.63,35.79,14.42,0.89,28.1,78.57,180.1,1.6,11.39,36.05,3.99,70.67,48.29,740.0,0.0,78.33,09-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,10-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,11-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Jun-2018 - 00:00,55.16,2.45,31.34,46.35,13.53,0.91,26.91,74.71,313.86,0.93,12.18,39.98,2.61,209.57,36.64,740.0,0.0,25.04,12-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Jun-2018 - 00:00,37.17,2.59,21.87,50.36,16.4,0.49,19.41,124.54,666.58,0.65,8.99,40.32,3.1,204.4,38.51,739.77,0.0,130.8,13-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Jun-2018 - 00:00,25.37,1.82,14.97,32.36,21.93,0.37,14.48,240.62,961.71,0.31,6.98,42.01,3.78,214.64,34.44,739.83,0.0,122.96,14-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Jun-2018 - 00:00,21.52,2.89,13.74,23.23,12.57,0.3,17.94,173.08,848.66,0.28,7.34,40.72,3.18,204.9,33.5,740.0,0.0,114.18,15-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Jun-2018 - 00:00,18.21,1.24,10.67,25.28,7.69,0.55,19.9,113.74,687.85,0.29,8.34,39.81,3.11,179.01,34.75,740.0,0.0,136.0,16-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Jun-2018 - 00:00,17.38,1.2,10.15,39.77,11.43,0.62,21.16,128.89,628.9,0.72,6.65,37.23,3.26,145.21,43.24,740.02,0.0,107.53,17-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Jun-2018 - 00:00,17.8,1.68,10.79,31.4,11.64,0.45,23.2,81.82,310.04,0.56,6.7,34.55,3.26,225.82,46.46,740.21,0.0,130.62,18-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Jun-2018 - 00:00,28.74,1.35,16.31,29.26,13.1,0.89,28.67,106.52,225.02,0.85,8.58,34.92,2.96,229.07,43.81,740.1,0.0,99.64,19-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Jun-2018 - 00:00,31.35,1.18,17.54,30.78,20.04,0.74,23.66,112.1,212.7,0.65,17.26,34.15,2.12,247.68,44.33,740.02,0.0,29.08,20-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Jun-2018 - 00:00,27.23,2.23,16.29,39.31,13.92,1.16,46.2,81.71,265.75,1.23,10.56,38.47,2.11,186.19,39.98,740.33,0.0,113.31,21-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Jun-2018 - 00:00,25.17,2.03,15.03,37.43,26.13,0.89,43.42,83.54,265.58,1.15,15.69,39.37,2.28,210.61,38.72,740.35,0.0,124.46,22-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
